#weight  minuslogpost            As         ns        H0       ombh2      omch2         tau   omega_de      logA  minuslogprior  minuslogprior__0      chi2  chi2__ffp8_1_raw_857_0002
     10     406.44635 2.0292481e-09 0.96512032 66.892919 0.022414628 0.12070628  0.05329484 0.67861926 3.0102504     -22.569411        -22.569411 858.03153                  858.03153
      3     405.61249 2.0929522e-09 0.96972484 67.480763 0.022351118 0.11895817 0.070826091 0.68817252 3.0411607     -22.569411        -22.569411 856.36381                  856.36381
      4     405.83414 2.1125061e-09 0.97158242 67.832505 0.022420583 0.11825579 0.076309744 0.69277361 3.0504601     -22.569411        -22.569411  856.8071                   856.8071
      3     406.13462 2.1341585e-09 0.97235926 68.003441 0.022444209 0.11788238 0.081867072 0.69507255 3.0606575     -22.569411        -22.569411 857.40806                  857.40806
      5     406.07207 2.0252984e-09 0.96544243 66.888774 0.022306484 0.12057506 0.051882652 0.67911442 3.0083021     -22.569411        -22.569411 857.28297                  857.28297
      3     406.29029 2.0294475e-09 0.96520343  66.94976 0.022319966 0.12045379 0.052918313 0.67993924 3.0103487     -22.569411        -22.569411  857.7194                   857.7194
      1     406.36095 2.0298249e-09 0.96528003 66.944859 0.022307422 0.12042663 0.053038217 0.67998096 3.0105346     -22.569411        -22.569411 857.86073                  857.86073
      4     406.26289 2.0454595e-09 0.96468016 66.651103 0.022301518 0.12098005 0.056750469 0.67592138 3.0182075     -22.569411        -22.569411 857.66461                  857.66461
      9     405.89562 2.0468984e-09 0.96627739 66.859014 0.022318494 0.12046259 0.057885555 0.67905345 3.0189107     -22.569411        -22.569411 856.93006                  856.93006
      3     405.58568 2.0539581e-09 0.96813127 67.108213  0.02229195 0.11987826 0.060234085 0.68278905 3.0223538     -22.569411        -22.569411 856.31019                  856.31019
     10     405.87398  2.041009e-09 0.96872755 67.140595 0.022286968 0.11979497 0.057071209 0.68329078 3.0160294     -22.569411        -22.569411 856.88678                  856.88678
      4     405.85829 2.0408059e-09 0.96893321 67.162078 0.022288318 0.11973356 0.057147293 0.68362649 3.0159299     -22.569411        -22.569411 856.85541                  856.85541
      1     408.28765 2.1306804e-09 0.97196734 67.845028 0.022567526 0.11852767 0.081416912 0.69197712 3.0590264     -22.569411        -22.569411 861.71413                  861.71413
