#weight  minuslogpost            As         ns        H0       ombh2      omch2         tau   omega_de      logA  minuslogprior  minuslogprior__0      chi2  chi2__ffp8_1_raw_545_0002
      2     418.37274 1.9896416e-09 0.96368079 67.304595 0.022594982 0.12096565 0.030255757 0.68156803 2.9905396     -22.569411        -22.569411 881.88431                  881.88431
      1     418.13511 1.9945892e-09  0.9636077 67.335212 0.022605932 0.12092784  0.03140239 0.68191681 2.9930232     -22.569411        -22.569411 881.40905                  881.40905
      3     424.13177 2.1004075e-09 0.96592816 68.112119 0.022582076 0.11871921 0.057282525 0.69394387 3.0447165     -22.569411        -22.569411 893.40236                  893.40236
      7     421.26609 1.9468871e-09 0.96700964  68.47289 0.022706554 0.11812581 0.021316898 0.69816063 2.9688168     -22.569411        -22.569411   887.671                    887.671
      1     420.88043 1.9570587e-09 0.96684036 68.466039 0.022717557 0.11815495 0.023637026 0.69801459 2.9740278     -22.569411        -22.569411 886.89967                  886.89967
      3     420.35837 1.9462918e-09 0.96553337 68.198279 0.022701226 0.11881416 0.020342322 0.69425638  2.968511     -22.569411        -22.569411 885.85555                  885.85555
      8     420.38954 1.9563458e-09 0.96610644 68.269675 0.022731334 0.11868987 0.022939597 0.69509762 2.9736634     -22.569411        -22.569411  885.9179                   885.9179
      5     420.15289 1.9477335e-09 0.96700766 68.212562 0.022711113  0.1187022 0.020936459 0.69460378 2.9692515     -22.569411        -22.569411 885.44461                  885.44461
      8     420.75188  1.961106e-09 0.96745125 68.334127 0.022713541  0.1183125 0.024545655 0.69651876 2.9760937     -22.569411        -22.569411 886.64258                  886.64258
      5     419.51793 1.9504634e-09 0.96751089 68.287274 0.022704734  0.1184077 0.022134469  0.6959169 2.9706521     -22.569411        -22.569411 884.17469                  884.17469
      3     419.75913 1.9486132e-09 0.96682061 68.142961 0.022717115 0.11887049 0.021140121 0.69360426  2.969703     -22.569411        -22.569411 884.65709                  884.65709
      7     419.92306 1.9528762e-09 0.96676354 68.128769 0.022718812 0.11893232 0.022087472 0.69333971 2.9718884     -22.569411        -22.569411 884.98495                  884.98495
      2     419.98533 1.9509421e-09  0.9665948 68.133605 0.022726699 0.11893432 0.021586444 0.69336196 2.9708975     -22.569411        -22.569411 885.10947                  885.10947
     10     418.57371 1.9565875e-09 0.96512728 67.928404 0.022686638 0.11929818 0.022419123 0.69080481  2.973787     -22.569411        -22.569411 882.28624                  882.28624
      3     420.35175 1.9237525e-09 0.96525726 67.795494 0.022729425 0.11961671 0.014623027 0.68880517 2.9568628     -22.569411        -22.569411 885.84233                  885.84233
      6     419.13192 1.9172969e-09 0.96329607 67.366815  0.02266807 0.12066288 0.011508184 0.68266207 2.9535014     -22.569411        -22.569411 883.40267                  883.40267
      3     419.06018  1.957732e-09 0.96585209  68.23297   0.0226257 0.11832488  0.02414488 0.69578033 2.9743717     -22.569411        -22.569411 883.25917                  883.25917
      1     420.66501 2.0204918e-09 0.96825744 68.667966 0.022671002 0.11740583 0.039972648 0.70147546  3.005926     -22.569411        -22.569411 886.46884                  886.46884
      4     419.49916 1.9833311e-09 0.96972548 68.578539 0.022565978  0.1175657 0.031301065 0.70057978 2.9873629     -22.569411        -22.569411 884.13713                  884.13713
      4     419.10629 1.9689548e-09 0.97070605 68.638778 0.022548873 0.11725597 0.028548241 0.70179884 2.9800879     -22.569411        -22.569411 883.35141                  883.35141
 3 419.47062 1.9821615e-09 0.97113114 68.752498 0.022574057 0.11692521 0.031914476 0.70343096  2.986773 -22.569411 -22.569411 884.08005 884.08005
 1 418.35707 1.9611647e-09 0.97119301 68.552637 0.022557051 0.11730642 0.027207921 0.70092419 2.9761236 -22.569411 -22.569411 881.85296 881.85296
 5 417.13183 1.9691258e-09 0.97049825 68.389421 0.022539836 0.11769401 0.028542581 0.69870307 2.9801748 -22.569411 -22.569411 879.40248 879.40248
 1 416.88642 1.9862805e-09 0.96259081 66.913735 0.022427064  0.1212297 0.027703302 0.67762239 2.9888489 -22.569411 -22.569411 878.91167 878.91167
 1 417.68705 1.9988219e-09 0.96238818 66.925226 0.022407885 0.12116474 0.030656157 0.67792094  2.995143 -22.569411 -22.569411 880.51292 880.51292
 2 416.47478 1.9902375e-09 0.96216337 66.790334 0.022373591 0.12128119 0.028711835 0.67643449 2.9908391 -22.569411 -22.569411 878.08839 878.08839
 1 416.27443 1.9890303e-09  0.9624742  66.81754 0.022376304 0.12123877 0.028533534 0.67678687 2.9902323 -22.569411 -22.569411 877.68768 877.68768
 5 415.32874 1.9742772e-09 0.95887036 66.500397 0.022458672 0.12235017  0.02350712 0.67099727 2.9827874 -22.569411 -22.569411  875.7963  875.7963
 6 414.79017 1.9935377e-09 0.95856135 66.649635 0.022397959 0.12179702 0.028979153 0.67385088 2.9924959 -22.569411 -22.569411 874.71917 874.71917
 2 414.63073 2.0006468e-09 0.95849709  66.65083 0.022396554 0.12180225 0.030566144 0.67385396 2.9960556 -22.569411 -22.569411 874.40029 874.40029
 1 414.51589 1.9998174e-09 0.95879483  66.68823 0.022398894 0.12172701 0.030474398  0.6743836  2.995641 -22.569411 -22.569411  874.1706  874.1706
 2 414.62255  2.019591e-09 0.96144971 66.939616 0.022315756 0.12076637 0.036474062 0.67915404 3.0054801 -22.569411 -22.569411 874.38392 874.38392
 5 414.69355 2.0353209e-09  0.9619709 66.923735  0.02228577 0.12079837 0.040362807 0.67899726 3.0132386 -22.569411 -22.569411 874.52592 874.52592
12 415.15827 2.0011109e-09 0.95924721 66.232982 0.022218851 0.12225639  0.03096941 0.66909566 2.9962875 -22.569411 -22.569411 875.45536 875.45536
