#weight  minuslogpost            As         ns        H0       ombh2      omch2         tau   omega_de      logA  minuslogprior  minuslogprior__0      chi2  chi2__ffp8_1_raw_143_0001
      8     412.68508 2.3327977e-09 0.97737121 70.158688 0.022512181 0.11357522  0.11440463 0.72213161 3.1496534     -22.569411        -22.569411 870.50899                  870.50899
     21     412.83131 2.3533863e-09 0.97760903 69.937736  0.02245365 0.11403005  0.11885964  0.7195629 3.1584404     -22.569411        -22.569411 870.80145                  870.80145
      2     412.36522 2.3385824e-09 0.97725794 70.095274 0.022504172 0.11362757  0.11612848 0.72153837   3.15213     -22.569411        -22.569411 869.86926                  869.86926
      1     411.98415 2.3419633e-09 0.97722601 70.042958 0.022518209 0.11371861   0.1169498 0.72090807 3.1535747     -22.569411        -22.569411 869.10712                  869.10712
      1     411.22573 2.3189718e-09 0.97711666 69.814167 0.022468292 0.11421504  0.11121526 0.71815972  3.143709     -22.569411        -22.569411 867.59028                  867.59028
      5     411.77424 2.3099458e-09 0.97786896 69.924904 0.022471963 0.11393312  0.10937146 0.71962075 3.1398091     -22.569411        -22.569411  868.6873                   868.6873
      7     411.90252 2.3053253e-09 0.97781709 69.828155 0.022453468 0.11414012   0.1081617 0.71845666 3.1378069     -22.569411        -22.569411 868.94386                  868.94386
      4     412.10254 2.2975582e-09 0.97665112 69.546891 0.022416496 0.11464782  0.10587849 0.71520157  3.134432     -22.569411        -22.569411 869.34391                  869.34391
      3     411.98807 2.2993083e-09 0.97583927 69.474969 0.022411559 0.11480116  0.10603732 0.71430415 3.1351934     -22.569411        -22.569411 869.11497                  869.11497
     14     411.58198 2.3136135e-09 0.97610085 69.666829 0.022449942 0.11448339  0.10950084 0.71645123 3.1413957     -22.569411        -22.569411 868.30279                  868.30279
      4     411.50925 2.3148528e-09 0.97646271  69.71388 0.022458385 0.11437493  0.10994921 0.71703964 3.1419312     -22.569411        -22.569411 868.15733                  868.15733
      1     413.91525  2.263469e-09 0.97391412 69.229587  0.02245183 0.11548215 0.096722432 0.71077038 3.1194837     -22.569411        -22.569411 872.96933                  872.96933
      1     413.42477 2.2819959e-09 0.97305187 69.179333 0.022481538 0.11572477  0.10050673 0.70978098 3.1276355     -22.569411        -22.569411 871.98836                  871.98836
      7     411.36266 2.3285214e-09 0.97598732 69.519413 0.022514686 0.11498229  0.11260484 0.71408116 3.1478186     -22.569411        -22.569411 867.86414                  867.86414
     20     411.27605 2.3383587e-09 0.97836645 69.950019 0.022604515 0.11413971  0.11622993 0.71912893 3.1520344     -22.569411        -22.569411 867.69092                  867.69092
      9      411.0187 2.3297224e-09 0.97721506 69.852312  0.02260871 0.11434821  0.11396083 0.71790672 3.1483342     -22.569411        -22.569411 867.17622                  867.17622
      4     412.28988 2.2101539e-09 0.98137519 70.068092 0.022544407  0.1136477 0.089729405 0.72119932 3.0956473     -22.569411        -22.569411 869.71859                  869.71859
     10      412.7408 2.2062145e-09 0.97661592 69.499812 0.022389762 0.11472635 0.086698606 0.71470837 3.0938632     -22.569411        -22.569411 870.62043                  870.62043
      5     412.80994 2.1644749e-09 0.97413414 68.950507 0.022286844 0.11592513 0.075346682 0.70783957 3.0747629     -22.569411        -22.569411 870.75871                  870.75871
      4     410.55939 2.1488837e-09 0.97941721 70.055824 0.022597245 0.11377073 0.074245418 0.72074333 3.0675336     -22.569411        -22.569411  866.2576                   866.2576
1 410.69139 2.1200052e-09 0.97647623 69.792696 0.022627786 0.11471679  0.06568616 0.71662876 3.0540037 -22.569411 -22.569411 866.52161 866.52161
4 410.78985 2.1602247e-09 0.97728733 70.026634 0.022689276  0.1143175 0.075689018 0.71920779 3.0727973 -22.569411 -22.569411 866.71853 866.71853
1 410.67614 2.1638886e-09 0.97758706 70.061415 0.022696814  0.1141878 0.076787733 0.71973538  3.074492 -22.569411 -22.569411  866.4911  866.4911
2 410.85054 2.2042168e-09 0.97990748 69.818372 0.022558304 0.11459122 0.086388376 0.71723728 3.0929573 -22.569411 -22.569411 866.83991 866.83991
3 411.13829 2.2018885e-09   0.980279 69.858968 0.022565163 0.11451472 0.085988419 0.71770852 3.0919005 -22.569411 -22.569411 867.41541 867.41541
8 412.10938 2.1890473e-09 0.97953623 70.146153  0.02271799 0.11406016 0.083700278 0.72062846 3.0860515 -22.569411 -22.569411 869.35757 869.35757
1 411.59528 2.1841576e-09 0.97956757 70.137902 0.022693029 0.11399092 0.082613071 0.72075422 3.0838153 -22.569411 -22.569411 868.32937 868.32937
3 410.38179 2.1904395e-09 0.97797081 69.684091 0.022607847 0.11501691 0.082583558 0.71516778 3.0866873 -22.569411 -22.569411 865.90239 865.90239
5  411.8256 2.1348926e-09  0.9699613 68.720197 0.022652967 0.11722485 0.065982131 0.70235049 3.0610014 -22.569411 -22.569411 868.79002 868.79002
7 412.03525  2.132731e-09 0.96914734 68.578146 0.022634773 0.11751247 0.065096203 0.70054325 3.0599884 -22.569411 -22.569411 869.20931 869.20931
2 413.73247 2.2273336e-09 0.96869744 68.676862  0.02270537 0.11753212 0.087123501 0.70121217 3.1033903 -22.569411 -22.569411 872.60376 872.60376
9 412.69848 2.2281929e-09 0.97091671 69.314856 0.022764922 0.11612995 0.088225633 0.70948158  3.103776 -22.569411 -22.569411 870.53578 870.53578
2 411.76758  2.236837e-09 0.97274126  69.53009 0.022739713 0.11568851  0.09084446 0.71224268 3.1076479 -22.569411 -22.569411 868.67398 868.67398
2 411.19567 2.1505075e-09 0.97323564 69.132983 0.022675777 0.11649265 0.071213653 0.70737863 3.0682889 -22.569411 -22.569411 867.53016 867.53016
1 411.41454 2.1623836e-09 0.97253214 69.124779 0.022703845 0.11654175 0.073678847 0.70714767 3.0737962 -22.569411 -22.569411 867.96791 867.96791
7 411.36651  2.192633e-09 0.97333401 69.012539 0.022647367 0.11668645 0.080653578 0.70600908 3.0876882 -22.569411 -22.569411 867.87184 867.87184
1 412.62785 2.1735334e-09 0.97460526  68.96557  0.02263117 0.11686745 0.076485323 0.70526201 3.0789392 -22.569411 -22.569411 870.39451 870.39451
5 412.71018 2.1766957e-09  0.9751203 69.078373 0.022645011 0.11663011 0.077444112  0.7066922 3.0803931 -22.569411 -22.569411 870.55918 870.55918
