#weight  minuslogpost            As         ns        H0       ombh2      omch2         tau   omega_de      logA  minuslogprior  minuslogprior__0      chi2  chi2__ffp8_1_raw_143_0003
      1     424.54806  2.131837e-09  0.9612029 66.783859 0.022221384  0.1209642 0.060717519 0.67742375 3.0595691     -22.569411        -22.569411 894.23494                  894.23494
      3     424.53921 2.0906276e-09 0.96489284 67.200554 0.022220316 0.11995453 0.052782198 0.68364995 3.0400494     -22.569411        -22.569411 894.21724                  894.21724
      6     422.48599 2.1513319e-09 0.96507219 67.243336  0.02223605 0.11991082 0.066675943 0.68411422 3.0686722     -22.569411        -22.569411 890.11081                  890.11081
      3     422.62055 2.1454224e-09 0.96451986 67.183566 0.022235957 0.12006173 0.065115945 0.68321778 3.0659216     -22.569411        -22.569411 890.37993                  890.37993
      2     422.64023  2.139335e-09 0.96403537  67.11026 0.022233066 0.12026069 0.063329658 0.68209002 3.0630801     -22.569411        -22.569411 890.41928                  890.41928
      1     422.51012 2.1362689e-09 0.96409963 67.134335 0.022239428 0.12025406 0.062565496 0.68231857 3.0616459     -22.569411        -22.569411 890.15907                  890.15907
     17     422.53572 2.1394414e-09 0.96451243 67.272438 0.022246899 0.11990557 0.063586638 0.68437511 3.0631299     -22.569411        -22.569411 890.21026                  890.21026
      2     422.76589 2.1612188e-09 0.96580292 67.463693 0.022254335  0.1194995 0.068921875 0.68703798 3.0732574     -22.569411        -22.569411 890.67061                  890.67061
      1     425.52423  2.113722e-09 0.96413984 66.847475 0.022219011 0.12076625 0.056591146 0.67848572 3.0510355     -22.569411        -22.569411 896.18729                  896.18729
      5     425.02015 2.0939271e-09 0.96496155 66.914053   0.0221924 0.12051201   0.0523532 0.67975243 3.0416264     -22.569411        -22.569411 895.17912                  895.17912
      4     425.01908 2.0938678e-09 0.96494947 66.911698 0.022191792 0.12051821 0.052327696  0.6797174 3.0415981     -22.569411        -22.569411 895.17699                  895.17699
      3     424.70963 2.0822765e-09 0.96564341 66.959075   0.0221956 0.12036743 0.050103375 0.68049829 3.0360469     -22.569411        -22.569411 894.55809                  894.55809
      2     423.57581 2.0880763e-09 0.96401602 66.864037 0.022237871 0.12093091 0.051139472 0.67823448 3.0388283     -22.569411        -22.569411 892.29045                  892.29045
      3     423.24312 2.1147775e-09 0.96461425 66.920531 0.022246135 0.12082732 0.057699794 0.67899037 3.0515347     -22.569411        -22.569411 891.62506                  891.62506
      1      424.1707 2.1029051e-09 0.96414821 66.943555 0.022326241 0.12100058  0.05471145 0.67864578 3.0459049     -22.569411        -22.569411 893.48021                  893.48021
      3     423.83323 2.1063773e-09 0.96669652 67.273429 0.022346785 0.12021385 0.056510858 0.68348252 3.0475546     -22.569411        -22.569411 892.80527                  892.80527
      1     425.17697 2.1237958e-09  0.9706571 67.759764 0.022371692  0.1191545 0.062105705 0.69026273   3.05579     -22.569411        -22.569411 895.49277                  895.49277
      3     425.20588 2.1089122e-09 0.97096556 67.699037 0.022338042 0.11919553 0.058797582 0.68969071 3.0487574     -22.569411        -22.569411 895.55059                  895.55059
      4     426.72195 2.0151924e-09 0.96703506 66.820896 0.022167223 0.12132676 0.033492229 0.67709054 3.0032998     -22.569411        -22.569411 898.58272                  898.58272
      2       425.958 2.0302001e-09 0.96693368 66.852519 0.022188305 0.12129911 0.037022838 0.67741064 3.0107195     -22.569411        -22.569411 897.05483                  897.05483
 4 425.07899 2.0421381e-09 0.96167777 66.016652 0.022067974 0.12284897 0.037457031 0.66590994 3.0165824 -22.569411 -22.569411 895.29681 895.29681
 2 424.52781 2.0458212e-09 0.96305883  66.32461 0.022089751 0.12208781 0.039079808 0.67068603 3.0183844 -22.569411 -22.569411 894.19444 894.19444
 1 426.17016 2.0722236e-09 0.96228104 66.214552 0.022044414 0.12219908  0.04490207 0.66944002 3.0312073 -22.569411 -22.569411 897.47914 897.47914
 1 424.67164 2.1424147e-09 0.96610299  67.16869 0.022168733   0.120032 0.063977571 0.68329234 3.0645186 -22.569411 -22.569411  894.4821  894.4821
 1 425.37941 2.1665545e-09 0.96515855 67.033168 0.022128508 0.12017772 0.069347782  0.6817757 3.0757232 -22.569411 -22.569411 895.89765 895.89765
 3 425.04192 2.2005877e-09 0.96825546 67.017323 0.022071254 0.12014517 0.078803541 0.68182514 3.0913095 -22.569411 -22.569411 895.22266 895.22266
 1 425.13292  2.207394e-09 0.96863661 67.095818 0.022030575 0.11995003 0.080480495   0.683093 3.0943977 -22.569411 -22.569411 895.40467 895.40467
 3 423.95442 2.2102543e-09 0.96720279 67.113935 0.022090602 0.12007656 0.080715736 0.68284991 3.0956927 -22.569411 -22.569411 893.04766 893.04766
 7  423.7567 2.1802713e-09 0.96701416  67.01193 0.022077619 0.12030387 0.073665514 0.68140637 3.0820344 -22.569411 -22.569411 892.65222 892.65222
14 423.46971 2.1278458e-09 0.96822454 67.432511 0.022184357  0.1195975 0.062380746 0.68668683 3.0576952 -22.569411 -22.569411 892.07825 892.07825
 4 423.57954 2.1713372e-09 0.96479571  66.83879 0.022185148 0.12085677 0.070916249 0.67827532 3.0779283 -22.569411 -22.569411 892.29791 892.29791
15 423.03737 2.2134344e-09 0.96748289 67.625031 0.022327891 0.11914237 0.082288323  0.6891496 3.0971304 -22.569411 -22.569411 891.21357 891.21357
 1 423.05255 2.2153275e-09 0.96762803 67.646256 0.022326718 0.11907852 0.082821766 0.68948672 3.0979854 -22.569411 -22.569411 891.24392 891.24392
10  423.2077 2.2130439e-09 0.96760335 67.732624 0.022359699 0.11890199 0.082472994 0.69059101  3.096954 -22.569411 -22.569411 891.55422 891.55422
 5 425.12917 2.1234735e-09 0.96309673 67.204428 0.022330404 0.11998354 0.059577936 0.68337843 3.0556383 -22.569411 -22.569411 895.39717 895.39717
 2 425.28397 2.1295027e-09 0.96418058 67.306105 0.022284945  0.1195602 0.061519768 0.68536918 3.0584736 -22.569411 -22.569411 895.70676 895.70676
 1 425.30963 2.1413873e-09 0.96477157 67.616612 0.022300246 0.11895658 0.064358597   0.689539  3.064039 -22.569411 -22.569411 895.75809 895.75809
 1 425.06626 2.1361981e-09 0.96564302   67.7432 0.022320162 0.11868955 0.063574099 0.69123669 3.0616128 -22.569411 -22.569411 895.27134 895.27134
 4 425.29109 2.1630328e-09  0.9679032 68.085282 0.022289949 0.11768964 0.071264009 0.69655373 3.0740964 -22.569411 -22.569411   895.721   895.721
 3 425.19881 2.1848484e-09 0.96540763 67.628807 0.022236512 0.11874353 0.074871763 0.69025613 3.0841315 -22.569411 -22.569411 895.53644 895.53644
2 423.56104  2.179982e-09 0.96715632 67.650485 0.022197269   0.118764 0.074165491 0.69049564 3.0819017 -22.569411 -22.569411  892.2609  892.2609
6 423.37064 2.2463051e-09 0.97220379 68.575401 0.022328224 0.11681937 0.092274523 0.70264502 3.1118718 -22.569411 -22.569411  891.8801  891.8801
