#weight  minuslogpost            As         ns        H0       ombh2      omch2         tau   omega_de      logA  minuslogprior  minuslogprior__0      chi2  chi2__ffp8_1_raw_lgmca_0002
      5     1301.2438 2.1726094e-09 0.95638133 67.865541 0.022793383 0.12015956 0.070492231 0.68812974  3.078514     -22.569411        -22.569411 2647.6264                    2647.6264
      1     1300.6208 2.1314113e-09 0.95624295 67.523781 0.022666467 0.12060044 0.061119009 0.68427619 3.0593694     -22.569411        -22.569411 2646.3804                    2646.3804
      3     1300.4509 2.1792941e-09 0.95758974 67.753011  0.02266446 0.12001112 0.073012319 0.68769713 3.0815861     -22.569411        -22.569411 2646.0405                    2646.0405
      2     1300.4321 2.1706709e-09  0.9509135 66.413657 0.022560687 0.12340927 0.066004184 0.66750485 3.0776214     -22.569411        -22.569411 2646.0031                    2646.0031
      1     1300.7774 2.1803908e-09  0.9512532  66.43827 0.022561396 0.12339781  0.06847902 0.66777552 3.0820892     -22.569411        -22.569411 2646.6936                    2646.6936
      4     1300.7707 2.1824968e-09 0.95133523 66.475922 0.022561635 0.12331806 0.069000123 0.66833169 3.0830547     -22.569411        -22.569411 2646.6803                    2646.6803
      1     1300.3546  2.248242e-09 0.95373137 67.107441 0.022661153 0.12185645 0.085663259 0.67756926 3.1127337     -22.569411        -22.569411 2645.8479                    2645.8479
      6     1300.6269 2.2145216e-09 0.94979381  66.10952 0.022608608 0.12392274 0.076074753 0.66315403 3.0976215     -22.569411        -22.569411 2646.3925                    2646.3925
      1     1299.8897 2.1039698e-09 0.94805043 65.386837 0.022327898 0.12489834 0.048555569 0.65404162  3.046411     -22.569411        -22.569411 2644.9181                    2644.9181
      1     1301.7822 2.2314717e-09  0.9530536 65.982015 0.022165141 0.12343133 0.080069464 0.66399825 3.1052464     -22.569411        -22.569411 2648.7033                    2648.7033
      5     1302.0972 2.2795015e-09 0.95150128 65.576533 0.022153202 0.12441095 0.089577422 0.65757991 3.1265419     -22.569411        -22.569411 2649.3332                    2649.3332
      8     1301.2806  2.302781e-09 0.95259501  65.85568 0.022182441 0.12373741 0.095600391 0.66196223 3.1367026     -22.569411        -22.569411 2647.6999                    2647.6999
      1     1300.9871 2.3113594e-09 0.95366186 66.875647 0.022528376 0.12210893 0.098067619 0.67506263 3.1404209     -22.569411        -22.569411  2647.113                     2647.113
      1     1300.9197  2.205885e-09 0.95244319 66.511915 0.022567227 0.12290281 0.073698651 0.66961659 3.0937139     -22.569411        -22.569411 2646.9782                    2646.9782
      3     1299.6477 2.2736038e-09 0.95048941 66.501154  0.02264834 0.12312817 0.089238335 0.66881664 3.1239512     -22.569411        -22.569411 2644.4343                    2644.4343
      1     1300.2107 2.3044516e-09 0.95444516  67.12874 0.022693586 0.12172633 0.098555766 0.67799061 3.1374278     -22.569411        -22.569411 2645.5602                    2645.5602
      3     1299.8762 2.3155146e-09 0.95734668 67.416491 0.022682186 0.12092901  0.10221337 0.68251296 3.1422171     -22.569411        -22.569411 2644.8913                    2644.8913
      1     1298.6499 2.2886323e-09 0.95556938 67.002172 0.022632997 0.12169108 0.095221704  0.6769864 3.1305395     -22.569411        -22.569411 2642.4386                    2642.4386
      3      1298.879 2.2780867e-09 0.95495608  66.92425 0.022667891 0.12198315 0.092279599 0.67550376  3.125921     -22.569411        -22.569411 2642.8969                    2642.8969
      5     1298.9614 2.2737696e-09 0.95469352 66.909346 0.022668889 0.12206455 0.091001001 0.67517513 3.1240242     -22.569411        -22.569411 2643.0616                    2643.0616
 4 1299.0643 2.2763225e-09 0.95510202   66.9241 0.022666904 0.12203276 0.091811726 0.67539374 3.1251463 -22.569411 -22.569411 2643.2675 2643.2675
12 1299.1594  2.265054e-09 0.95472857 66.762349 0.022629449 0.12238713 0.088774315 0.67310789 3.1201837 -22.569411 -22.569411 2643.4576 2643.4576
 2 1299.2184 2.2805964e-09 0.95385705  66.21512 0.022452172 0.12332354 0.091595325 0.66595102 3.1270221 -22.569411 -22.569411 2643.5756 2643.5756
 1 1300.0639 2.2954116e-09 0.95425929 66.138344 0.022423811 0.12346882 0.095420916 0.66490773 3.1334973 -22.569411 -22.569411 2645.2667 2645.2667
 4 1300.1029 2.2974269e-09 0.95454694 66.122472 0.022410979 0.12345975 0.095936024 0.66479693 3.1343749 -22.569411 -22.569411 2645.3446 2645.3446
 1 1300.0061 2.2578207e-09 0.95522197 66.084733 0.022354367 0.12342676 0.087008536 0.66461914 3.1169851 -22.569411 -22.569411  2645.151  2645.151
 1 1300.1072 2.2544171e-09 0.95447497 65.984333 0.022347829 0.12369479 0.085697504 0.66299717 3.1154766 -22.569411 -22.569411 2645.3532 2645.3532
 1 1299.8784 2.1878202e-09 0.95339734 66.253254 0.022514766 0.12317834 0.070037889 0.66652363 3.0854908 -22.569411 -22.569411 2644.8957 2644.8957
 2 1299.3319 2.2507325e-09 0.95360229 66.501673 0.022650454 0.12290491 0.084928402 0.66932187 3.1138408 -22.569411 -22.569411 2643.8026 2643.8026
 3 1298.4111 2.3001067e-09 0.95673136 66.988779 0.022657156  0.1216417 0.097564942 0.67691342 3.1355406 -22.569411 -22.569411  2641.961  2641.961
 1 1299.1034 2.2737359e-09 0.95745711 67.036578 0.022758607 0.12147087 0.092235626  0.6775284 3.1240094 -22.569411 -22.569411 2643.3456 2643.3456
10 1298.8538  2.267494e-09 0.96122147 67.630652 0.022797785 0.12012619 0.092501281 0.68602299 3.1212604 -22.569411 -22.569411 2642.8464 2642.8464
 7 1299.0196 2.2688158e-09 0.95988946 67.618009 0.022839224 0.12032458 0.092140985 0.68538103 3.1218431 -22.569411 -22.569411 2643.1781 2643.1781
 7  1300.187 2.3322614e-09 0.96814081 68.916413 0.023040799 0.11742974  0.10973354 0.70279502 3.1494234 -22.569411 -22.569411 2645.5128 2645.5128
 2 1300.1161 2.3725777e-09 0.96518044 68.866101 0.022987173 0.11780705  0.11683286 0.70167808 3.1665621 -22.569411 -22.569411  2645.371  2645.371
 2 1300.6323 2.3530683e-09  0.9649558 68.778376 0.022970955 0.11802325  0.11217247 0.70049386 3.1583052 -22.569411 -22.569411 2646.4034 2646.4034
 9 1300.3364 2.3804118e-09 0.96401837 68.749145 0.022983694 0.11819544  0.11786569 0.69984783 3.1698586 -22.569411 -22.569411 2645.8116 2645.8116
 1 1299.4185 2.4751517e-09 0.96247574 68.135223 0.022696201 0.11897005  0.13812525 0.69336524 3.2088868 -22.569411 -22.569411 2643.9758 2643.9758
 2 1298.3745 2.3938703e-09  0.9553862 66.672413 0.022418073  0.1208465   0.1195735 0.67616675 3.1754965 -22.569411 -22.569411 2641.8879 2641.8879
 1  1298.264 2.3890576e-09 0.95474342 66.602841 0.022425892 0.12105984  0.11803629 0.67499129 3.1734841 -22.569411 -22.569411 2641.6668 2641.6668
6 1300.7462 2.3322936e-09 0.95499444 67.248671 0.022547204 0.11963942  0.10591184 0.68407644 3.1494373 -22.569411 -22.569411 2646.6312 2646.6312
4 1302.9791 2.4821771e-09 0.95593385 67.600503 0.022529536 0.11879578  0.14093852 0.68924115 3.2117211 -22.569411 -22.569411  2651.097  2651.097
2 1302.3379 2.4772176e-09 0.95525185 67.474386 0.022513313 0.11910877  0.13945062 0.68742654 3.2097211 -22.569411 -22.569411 2649.8146 2649.8146
3 1299.0762 2.3494731e-09 0.95139265 66.704699 0.022564838 0.12113991  0.10837675 0.67549088 3.1567762 -22.569411 -22.569411 2643.2911 2643.2911
5 1299.8622 2.3813572e-09 0.95344994 67.425387 0.022689766 0.11960689  0.11742419 0.68548825 3.1702557 -22.569411 -22.569411 2644.8632 2644.8632
2 1299.6223 2.3497565e-09 0.95869802   68.0342 0.022665795 0.11787609   0.1129724 0.69488308 3.1568968 -22.569411 -22.569411 2644.3835 2644.3835
3  1299.575 2.3484878e-09 0.95858558 68.004553 0.022655525 0.11792506  0.11260693 0.69453331 3.1563567 -22.569411 -22.569411 2644.2888 2644.2888
1 1299.4166 2.3791306e-09 0.95886215 68.024881 0.022649118 0.11802868  0.11961028 0.69450575 3.1693202 -22.569411 -22.569411  2643.972  2643.972
3 1299.2793 2.3339271e-09 0.96555714 68.591515 0.022738521 0.11690601  0.11148903 0.70172848 3.1501374 -22.569411 -22.569411 2643.6973 2643.6973
2   1299.23 2.3441527e-09  0.9641063 67.990036 0.022714206 0.11838967    0.112417 0.69327082 3.1545091 -22.569411 -22.569411 2643.5989 2643.5989
2 1298.7846 2.3362535e-09 0.96236088 67.593574 0.022631542 0.11930007  0.10971626 0.68785042 3.1511337 -22.569411 -22.569411  2642.708  2642.708
2 1297.7895 2.3293481e-09 0.96076359 67.616192 0.022698822 0.11957382  0.10693671 0.68731331 3.1481735 -22.569411 -22.569411 2640.7179 2640.7179
4 1297.7918 2.3295799e-09 0.96077192 67.619325 0.022699339 0.11956617  0.10699832 0.68735789 3.1482731 -22.569411 -22.569411 2640.7224 2640.7224
2 1297.8849  2.351317e-09 0.96236838 67.703645 0.022545065 0.11896688  0.11264749 0.68978012 3.1575607 -22.569411 -22.569411 2640.9086 2640.9086
8 1298.8913 2.3679683e-09 0.95574469  66.20228 0.022346637 0.12235397  0.11294991 0.66827446 3.1646174 -22.569411 -22.569411 2642.9215 2642.9215
1 1298.7489 2.3695497e-09 0.95654203 66.367472 0.022375993 0.12201052  0.11367441 0.67063687  3.165285 -22.569411 -22.569411 2642.6367 2642.6367
5 1298.7819 2.3093344e-09 0.95304078 65.947605  0.02242666 0.12314511 0.098140432 0.66370433 3.1395444 -22.569411 -22.569411 2642.7026 2642.7026
3 1298.8726 2.3422882e-09  0.9538456 66.250166 0.022506158 0.12256169  0.10672099 0.66791713 3.1537134 -22.569411 -22.569411  2642.884  2642.884
4 1299.4135 2.3797077e-09   0.956523 66.784048 0.022524237 0.12118269   0.1168797 0.67625667 3.1695628 -22.569411 -22.569411 2643.9659 2643.9659
5  1299.618 2.2564101e-09 0.95340951   66.2609 0.022412736 0.12216354 0.086856683 0.66914433 3.1163602 -22.569411 -22.569411 2644.3748 2644.3748
2 1301.4618 2.2401612e-09  0.9515457 66.184458 0.022466674 0.12238221 0.082343597 0.66775729 3.1091329 -22.569411 -22.569411 2648.0624 2648.0624
2 1302.0246 2.2115535e-09 0.95208925 65.907856 0.022576017 0.12307115 0.077107602   0.663125 3.0962803 -22.569411 -22.569411 2649.1881 2649.1881
3 1301.9845 2.2123776e-09 0.95221538  65.93257 0.022580782 0.12302072 0.077339563 0.66348254 3.0966529 -22.569411 -22.569411 2649.1077 2649.1077
2 1302.4164 2.2046764e-09 0.95274545 65.823264 0.022568077 0.12337479 0.075541674 0.66157609 3.0931658 -22.569411 -22.569411 2649.9716 2649.9716
2 1303.0722 2.1042363e-09 0.95115553 65.161339 0.022387833 0.12466465 0.050413877 0.65205225 3.0465377 -22.569411 -22.569411 2651.2832 2651.2832
1 1300.1722 2.2036519e-09 0.95605582 66.186025 0.022511112 0.12258298 0.076503781 0.66721326  3.092701 -22.569411 -22.569411 2645.4831 2645.4831
1 1300.0569 2.2328548e-09 0.95959355 66.437076 0.022401818 0.12162026 0.084733968 0.67215229  3.105866 -22.569411 -22.569411 2645.2525 2645.2525
1 1300.2861 2.2436134e-09 0.95720679 66.087972 0.022326098  0.1222606 0.086597613 0.66738675 3.1106728 -22.569411 -22.569411  2645.711  2645.711
4 1297.6427 2.2958871e-09 0.95832136 67.188076 0.022446886 0.11977633 0.099684061 0.68342529 3.1337044 -22.569411 -22.569411 2640.4242 2640.4242
5 1297.4658 2.1856718e-09 0.94905512 65.819009 0.022201007 0.12287374 0.070746909 0.66353625 3.0845083 -22.569411 -22.569411 2640.0705 2640.0705
1 1297.0894 2.1406587e-09 0.95123492 66.135184 0.022293338 0.12231039 0.061365512 0.66782254 3.0636987 -22.569411 -22.569411 2639.3177 2639.3177
5 1298.9164 2.0433993e-09 0.95116702 66.119945 0.022185668  0.1217459 0.038445132 0.66920687 3.0171998 -22.569411 -22.569411 2642.9716 2642.9716
7 1300.3562 2.1157446e-09 0.95760287 67.297189 0.022332413 0.11901998 0.058949735 0.68637382 3.0519919 -22.569411 -22.569411 2645.8512 2645.8512
6 1300.7807 2.1043795e-09 0.95821691 67.340838 0.022321741 0.11881424 0.056646292 0.68725749 3.0466057 -22.569411 -22.569411 2646.7003 2646.7003
1 1300.9177  2.110301e-09 0.95915879 67.427005 0.022354884 0.11858459  0.05850841 0.68848853 3.0494157 -22.569411 -22.569411 2646.9742 2646.9742
5 1299.9996 2.0354074e-09 0.95958186 67.286735 0.022336103 0.11895745 0.040981704 0.68640632 3.0132811 -22.569411 -22.569411  2645.138  2645.138
1 1299.8061 2.0771794e-09 0.96191546 67.414477 0.022444494 0.11936109 0.051303555 0.68646698  3.033596 -22.569411 -22.569411  2644.751  2644.751
5 1299.8756  2.098178e-09 0.95689866 68.119694 0.022750121  0.1185892 0.055127044 0.69392997 3.0436545 -22.569411 -22.569411   2644.89   2644.89
4 1299.1178  2.085619e-09 0.95652547 67.903226 0.022719193 0.11918465 0.050954246 0.69075108 3.0376508 -22.569411 -22.569411 2643.3744 2643.3744
3 1299.1223 2.0866449e-09 0.95653097 67.908253 0.022719771 0.11918055 0.051201257 0.69080451 3.0381426 -22.569411 -22.569411 2643.3835 2643.3835
2 1299.2182 2.0674402e-09  0.9564593 67.849143 0.022713997  0.1193272 0.046677722  0.6899595 3.0288963 -22.569411 -22.569411 2643.5751 2643.5751
1 1300.1319 2.0984273e-09 0.95859412 67.509481 0.022502939  0.1193628 0.056205131 0.68721683 3.0437733 -22.569411 -22.569411 2645.4026 2645.4026
1 1300.0159 2.0993279e-09  0.9594261 67.612013 0.022494811 0.11910372 0.056724009 0.68874928 3.0442023 -22.569411 -22.569411 2645.1706 2645.1706
3 1300.3442 2.0982425e-09 0.95910549 67.259775 0.022508797 0.12023084 0.055258168 0.68295831 3.0436852 -22.569411 -22.569411 2645.8272 2645.8272
3 1298.7593 2.1471405e-09 0.95860721 67.204191  0.02246522 0.12029128  0.06633692 0.68239631  3.066722 -22.569411 -22.569411 2642.6574 2642.6574
6 1298.6539 2.1435417e-09 0.95814172 67.005637 0.022393941 0.12068345 0.065070732 0.67979653 3.0650446 -22.569411 -22.569411 2642.4467 2642.4467
4 1299.1726 2.0709457e-09 0.95818362 67.078134 0.022206521 0.12003976 0.047849957 0.68233544 3.0305905 -22.569411 -22.569411 2643.4839 2643.4839
1 1299.5198 2.0859093e-09 0.95909979 67.264344 0.022228982 0.11953621 0.051875846  0.6851551   3.03779 -22.569411 -22.569411 2644.1784 2644.1784
1 1298.2525 2.0538827e-09 0.95707493 66.962891 0.022259462 0.12037167  0.04361186 0.68038283 3.0223171 -22.569411 -22.569411 2641.6439 2641.6439
2  1298.446 2.0356796e-09 0.95717071 66.908656 0.022253848 0.12039844  0.03940508 0.67981721 3.0134148 -22.569411 -22.569411 2642.0309 2642.0309
3 1298.1298 2.0372763e-09  0.9559033  67.24236 0.022340615 0.11971068 0.039610782 0.68431645 3.0141989 -22.569411 -22.569411 2641.3983 2641.3983
6 1298.1112 2.0380629e-09 0.95589863  67.23635  0.02234159 0.11971525 0.039811806 0.68424773 3.0145849 -22.569411 -22.569411 2641.3612 2641.3612
1 1297.5702 2.0362702e-09 0.95230765 66.798245 0.022345433 0.12079704 0.037814224 0.67765929 3.0137049 -22.569411 -22.569411 2640.2792 2640.2792
2 1298.0223 1.9975545e-09 0.95145127 66.407719 0.022275346 0.12134962 0.028164261 0.67276285 2.9945088 -22.569411 -22.569411 2641.1835 2641.1835
1 1298.2948 1.9727266e-09 0.95028811 65.917003 0.022172298 0.12244155 0.021240769 0.66559662 2.9820017 -22.569411 -22.569411 2641.7283 2641.7283
2 1298.1141 2.0252367e-09 0.95109835 66.097358  0.02218806   0.122025 0.033728225 0.66833644 3.0082717 -22.569411 -22.569411 2641.3671 2641.3671
3 1298.3719 2.0092036e-09 0.95154019 66.110756 0.022172775 0.12198225 0.029792368 0.66860364 3.0003235 -22.569411 -22.569411 2641.8826 2641.8826
2 1300.6068 1.9333933e-09 0.94969814  65.65622 0.022167792 0.12313034 0.011162058 0.66134751 2.9618618 -22.569411 -22.569411 2646.3523 2646.3523
1 1300.6336 1.9379577e-09 0.95010663 65.582557  0.02214608 0.12326884 0.012283251 0.66031479 2.9642198 -22.569411 -22.569411 2646.4061 2646.4061
1  1300.337 2.0909271e-09 0.95715348 66.675495 0.022153773 0.12100445 0.050969063 0.67643589 3.0401927 -22.569411 -22.569411 2645.8129 2645.8129
 1 1299.1519  2.108712e-09 0.95635736 66.697779 0.022111238 0.12062513 0.057156591 0.67760037 3.0486624 -22.569411 -22.569411 2643.4425 2643.4425
 3  1298.292  2.193839e-09 0.95410558 66.708968 0.022122483 0.12052607 0.076114081 0.67790583 3.0882381 -22.569411 -22.569411 2641.7228 2641.7228
 2 1300.8694 2.1713933e-09 0.95413552 66.054676 0.021881415 0.12149284 0.070339287 0.66983011 3.0779541 -22.569411 -22.569411 2646.8775 2646.8775
 1 1301.5128 2.1096507e-09 0.95600308 67.242437 0.022081344 0.11879089 0.058244961 0.68692481 3.0491075 -22.569411 -22.569411 2648.1644 2648.1644
 7 1300.7191 1.9730218e-09 0.95135328 66.076427 0.021971873 0.12125259 0.023603176 0.67039054 2.9821513 -22.569411 -22.569411  2646.577  2646.577
 2 1301.1737 1.9845753e-09 0.95186091 66.907853    0.022182 0.11944606   0.0274289 0.68209745   2.98799 -22.569411 -22.569411 2647.4861 2647.4861
 3 1301.0243 1.9716919e-09 0.95010119 66.540946 0.022168142  0.1202627 0.023207499 0.67676885 2.9814771 -22.569411 -22.569411 2647.1875 2647.1875
14 1301.1504 1.9703043e-09 0.95044763 66.595531 0.022166647 0.12011992  0.02309618 0.67762381 2.9807731 -22.569411 -22.569411 2647.4395 2647.4395
 2 1300.5796  2.013104e-09 0.94860123 66.253151 0.022069398 0.12084661 0.032273216 0.67284931 3.0022629 -22.569411 -22.569411 2646.2981 2646.2981
 3 1299.5154 2.0680524e-09 0.95134909 66.415652 0.022202911 0.12082529  0.04558612 0.67419391 3.0291924 -22.569411 -22.569411 2644.1696 2644.1696
 1 1299.7183 1.9983514e-09 0.94671302 64.888455  0.02191689 0.12421613 0.026070683 0.65130328 2.9949077 -22.569411 -22.569411 2644.5753 2644.5753
 2 1299.7258 2.0052946e-09 0.94820617  65.05114 0.021903028 0.12378214 0.028410849 0.65410353 2.9983761 -22.569411 -22.569411 2644.5904 2644.5904
 1 1299.4372 2.0155676e-09 0.94845136 65.103757 0.021909564 0.12371375 0.030942238 0.65480836  3.003486 -22.569411 -22.569411 2644.0132 2644.0132
 4 1299.3872 2.0080448e-09 0.94976601  65.56331 0.021951115 0.12261601 0.030514067  0.6620876 2.9997466 -22.569411 -22.569411 2643.9132 2643.9132
 4 1299.5416 2.0408479e-09 0.95092243  65.76599 0.021916199 0.12202874 0.038568704  0.6656057 3.0159504 -22.569411 -22.569411 2644.2221 2644.2221
 3 1299.3119  2.021706e-09 0.94916563 65.671428 0.021919708 0.12220934 0.033876029 0.66421508 3.0065268 -22.569411 -22.569411 2643.7626 2643.7626
 3 1299.5729 2.0152438e-09 0.94724907 65.079277 0.021791499 0.12361683 0.030621942 0.65505623 3.0033253 -22.569411 -22.569411 2644.2846 2644.2846
 3 1299.7253 2.0837007e-09 0.94961616 65.382906 0.021834627 0.12298203 0.047916095 0.65963659 3.0367306 -22.569411 -22.569411 2644.5893 2644.5893
 5 1298.0843  2.122772e-09 0.94930055 65.536923 0.022066614 0.12308022 0.056650011 0.66046574 3.0553079 -22.569411 -22.569411 2641.3074 2641.3074
 3  1297.135 2.1368719e-09 0.95010716 66.197896 0.022214389 0.12194621 0.060690101 0.66946282 3.0619281 -22.569411 -22.569411 2639.4088 2639.4088
