#weight  minuslogpost            As         ns        H0       ombh2      omch2         tau   omega_de      logA  minuslogprior  minuslogprior__0      chi2  chi2__ffp8_1_raw_857_0001
      4     402.54503  2.158718e-09 0.97648828 68.978088 0.022579051  0.1160649 0.089955968 0.70716527 3.0720996     -22.569411        -22.569411 850.22889                  850.22889
      2     402.58534 2.1564626e-09 0.97644097 68.965389 0.022580544 0.11610178 0.089396997 0.70697673 3.0710543     -22.569411        -22.569411 850.30949                  850.30949
      5     402.60258 2.1562901e-09 0.97639877 68.958442 0.022579674 0.11611779   0.0893408 0.70688586 3.0709743     -22.569411        -22.569411 850.34399                  850.34399
      2     402.40048 2.1602636e-09 0.97535365 68.342584 0.022458025 0.11736287 0.088854555 0.69917408 3.0728154     -22.569411        -22.569411 849.93978                  849.93978
      1     402.43255 2.1023561e-09 0.97452162 68.162363 0.022429344 0.11767097 0.074825582  0.6969798 3.0456438     -22.569411        -22.569411 850.00393                  850.00393
      3     402.26641 2.0984151e-09 0.97429122 68.140458 0.022421538 0.11777772 0.073599723 0.69657185 3.0437674     -22.569411        -22.569411 849.67164                  849.67164
      2     402.90089 2.0588634e-09 0.97668256 68.375126 0.022423315 0.11725652 0.064996903 0.69976208 3.0247392     -22.569411        -22.569411  850.9406                   850.9406
      1     403.02577 2.0501584e-09  0.9761962 68.342623 0.022440713 0.11733342 0.062784134 0.69927455 3.0205022     -22.569411        -22.569411 851.19036                  851.19036
      5     402.94655 2.0568579e-09 0.97613511  68.42561 0.022470603 0.11724371 0.064329664  0.7001313 3.0237646     -22.569411        -22.569411 851.03192                  851.03192
      1     403.05552 2.0534364e-09   0.976008 68.389246 0.022471139 0.11733359 0.063472641 0.69961901 3.0220998     -22.569411        -22.569411 851.24986                  851.24986
      5     403.07476 2.0461766e-09 0.97573508 68.321644  0.02245317 0.11745331 0.061636581 0.69880631 3.0185581     -22.569411        -22.569411 851.28834                  851.28834
     10     403.38514 2.0509411e-09 0.97534751 68.144974 0.022430362 0.11784471 0.062278288 0.69644882 3.0208839     -22.569411        -22.569411  851.9091                   851.9091
      1     403.44431 2.1035617e-09 0.97247618 67.946458 0.022445939 0.11833472 0.073627366 0.69357735  3.046217     -22.569411        -22.569411 852.02744                  852.02744
      4     403.52847 2.1110325e-09 0.97292678 67.931955 0.022351979  0.1180826 0.075548294 0.69419644 3.0497622     -22.569411        -22.569411 852.19575                  852.19575
      4     403.80604 2.1042092e-09 0.96925538 67.466342 0.022314723 0.11916257 0.072486334 0.68767012 3.0465248     -22.569411        -22.569411  852.7509                   852.7509
     20     403.57894 2.0794055e-09 0.96874237 67.640668 0.022393129 0.11902584 0.066382087  0.6894054 3.0346671     -22.569411        -22.569411 852.29671                  852.29671
      1      402.9412  2.050028e-09 0.97137067 67.851159  0.02235956 0.11838585 0.060730066 0.69279256 3.0204386     -22.569411        -22.569411 851.02123                  851.02123
      1     403.07573 2.0492073e-09  0.9715509 67.971399 0.022366849 0.11812404 0.060705064 0.69442938 3.0200381     -22.569411        -22.569411 851.29029                  851.29029
      2     401.37131 2.1544176e-09 0.97588415 68.824569 0.022475763 0.11625165 0.088096523 0.70568123 3.0701055     -22.569411        -22.569411 847.88144                  847.88144
      2      401.4682 2.1652129e-09  0.9754998 68.695563 0.022418145 0.11645032 0.090419611 0.70427585 3.0751038     -22.569411        -22.569411 848.07523                  848.07523
11 401.49208 2.1363146e-09 0.97573952 68.582916 0.022442134 0.11667285 0.083639744 0.70277952 3.0616673 -22.569411 -22.569411 848.12298 848.12298
 1  401.4865 2.1573906e-09 0.97718769 68.782449 0.022447219 0.11621975 0.089181551 0.70544841 3.0714845 -22.569411 -22.569411 848.11182 848.11182
 5 401.51206 2.1613771e-09 0.97706221 68.792226 0.022444758 0.11618888 0.090031984 0.70560256 3.0733306 -22.569411 -22.569411 848.16294 848.16294
11 402.15162 2.0715385e-09 0.97629344 68.494082 0.022386664 0.11688839 0.067988645 0.70166684 3.0308766 -22.569411 -22.569411 849.44206 849.44206
20 402.58458 2.0767935e-09 0.97666105 68.499128 0.022358708 0.11679083 0.069211612  0.7019783 3.0334102 -22.569411 -22.569411 850.30799 850.30799
 3 402.75358  2.036445e-09 0.97386063 68.061108 0.022349184 0.11781807  0.05825216 0.69593302 3.0137907 -22.569411 -22.569411 850.64598 850.64598
 4 403.37729 2.0430131e-09 0.97390787 68.478527 0.022405394 0.11679149 0.060543149   0.701698 3.0170108 -22.569411 -22.569411 851.89341 851.89341
13 403.43353 2.0437804e-09 0.97421816 68.555576 0.022418469 0.11661854 0.060925999 0.70270831 3.0173863 -22.569411 -22.569411 852.00589 852.00589
 1 403.25591 2.0793357e-09 0.97275074 67.774333 0.022388062 0.11859127 0.068012312 0.69158642 3.0346335 -22.569411 -22.569411 851.65064 851.65064
 1 404.11982 2.0785897e-09 0.97813151 68.669647 0.022531179 0.11677896 0.070846097 0.70311598 3.0342747 -22.569411 -22.569411 853.37846 853.37846
 1 403.29954 2.1330685e-09 0.97792329 68.787067 0.022499363 0.11666103 0.083529191 0.70444514 3.0601466 -22.569411 -22.569411  851.7379  851.7379
 7 402.80013  2.148102e-09 0.97761219  68.96538 0.022533808 0.11630327 0.087021249 0.70665129 3.0671697 -22.569411 -22.569411 850.73908 850.73908
 3 402.67098 2.1520554e-09  0.9772129 68.897334  0.02252807 0.11645282 0.087697821 0.70576859 3.0690085 -22.569411 -22.569411 850.48078 850.48078
 3 402.86964  2.101759e-09 0.97483685 68.411398 0.022417919 0.11728621 0.075118399 0.70002847 3.0453597 -22.569411 -22.569411 850.87811 850.87811
10 403.65319 2.1034942e-09 0.97461626 68.385593 0.022495436 0.11757366 0.075375052 0.69902161  3.046185 -22.569411 -22.569411 852.44521 852.44521
 1 403.66812 2.1031786e-09 0.97464474 68.390119 0.022496407 0.11756505 0.075314168 0.69907779 3.0460349 -22.569411 -22.569411 852.47507 852.47507
