#weight  minuslogpost            As         ns        H0       ombh2      omch2         tau   omega_de      logA  minuslogprior  minuslogprior__0      chi2  chi2__ffp8_1_raw_857_0001
      1     402.56971  2.207785e-09 0.97298378  68.58897  0.02249691 0.11673588 0.099373784 0.70258156 3.0945748     -22.569411        -22.569411 850.27825                  850.27825
      1     403.30546 2.2201975e-09 0.97212628 68.541399 0.022500382 0.11682777  0.10211519 0.70196559 3.1001813     -22.569411        -22.569411 851.74975                  851.74975
      3     402.97981 2.2313933e-09 0.97387941 68.819276 0.022565267 0.11639992  0.10549307 0.70513389 3.1052113     -22.569411        -22.569411 851.09845                  851.09845
      1     402.04885 2.1719693e-09 0.97536517 68.926973 0.022570112 0.11604526 0.092384947 0.70679094 3.0782193     -22.569411        -22.569411 849.23653                  849.23653
      4     401.37358 2.1721478e-09 0.97751404 69.060883 0.022477637    0.11559 0.093293875 0.70907534 3.0783015     -22.569411        -22.569411 847.88599                  847.88599
      3     401.38861 2.1695973e-09 0.97770744 69.086704 0.022479273 0.11553636 0.092792321 0.70940171 3.0771267     -22.569411        -22.569411 847.91604                  847.91604
      5     401.55372 2.1697875e-09 0.97764755 69.106987 0.022477534 0.11545719 0.092971767 0.70974169 3.0772143     -22.569411        -22.569411 848.24625                  848.24625
      5     401.73355  2.193933e-09 0.97828686 69.277417 0.022462652 0.11511067   0.0986515 0.71192109 3.0882809     -22.569411        -22.569411 848.60593                  848.60593
      5     402.29643 2.1438203e-09  0.9761915 68.658408 0.022467547 0.11680429 0.084952274 0.70310003 3.0651745     -22.569411        -22.569411 849.73168                  849.73168
      2     402.11707 2.1393604e-09 0.97568304 68.524055 0.022440829 0.11707025 0.083675964 0.70142513  3.063092     -22.569411        -22.569411 849.37296                  849.37296
      2     402.13191 2.1393365e-09 0.97431226 68.429458 0.022497531 0.11740211  0.08336569 0.69976925 3.0630808     -22.569411        -22.569411 849.40265                  849.40265
      6     403.29869 2.1179351e-09  0.9715235   68.1786 0.022494507 0.11796418 0.077684926 0.69635314 3.0530267     -22.569411        -22.569411  851.7362                   851.7362
      4     403.52948 2.1324476e-09  0.9710416 68.112563 0.022503618 0.11818547 0.080807186 0.69526744 3.0598555     -22.569411        -22.569411 852.19779                  852.19779
      7     403.40393 2.1303536e-09 0.97273889 68.334953 0.022546911 0.11786675 0.080214391 0.69783749 3.0588731     -22.569411        -22.569411 851.94668                  851.94668
      4     403.18294 2.1379322e-09 0.97292178 68.446693  0.02255657 0.11758306 0.082207925 0.69940818 3.0624242     -22.569411        -22.569411 851.50469                  851.50469
      1     403.72312 2.1415687e-09 0.97241943 68.521225  0.02259251 0.11752444 0.082926645 0.70011004 3.0641237     -22.569411        -22.569411 852.58505                  852.58505
      2     403.88001 2.1083954e-09 0.97054158 68.203816 0.022540827 0.11818744 0.074128933 0.69599811 3.0485123     -22.569411        -22.569411 852.89884                  852.89884
      8     403.63068 2.1101797e-09 0.97063943 68.185323 0.022536403 0.11819716 0.074648023 0.69582178 3.0493582     -22.569411        -22.569411 852.40018                  852.40018
      2     405.81517 2.0828199e-09 0.96821585 67.637963 0.022533094 0.11940297 0.067605603 0.68825028 3.0363078     -22.569411        -22.569411 856.76917                  856.76917
      7     405.73315 2.0848038e-09 0.96829815 67.643095 0.022534853 0.11939858 0.068089616 0.68830331 3.0372598     -22.569411        -22.569411 856.60512                  856.60512
 9 405.12549 2.1246128e-09 0.96953721 67.434238 0.022369112 0.11921355 0.078305234 0.68714094 3.0561747 -22.569411 -22.569411 855.38981 855.38981
 1 405.11635 2.1249314e-09 0.96953171 67.436592  0.02236962 0.11920957 0.078380092 0.68717042 3.0563246 -22.569411 -22.569411 855.37153 855.37153
 5 404.27732 2.1266962e-09 0.97104678 67.672045 0.022391889  0.1186995 0.079541348 0.69040868 3.0571548 -22.569411 -22.569411 853.69346 853.69346
 2 406.96537 2.1281491e-09 0.97021355 67.356129  0.02244191 0.11971357 0.079107769 0.68515232 3.0578377 -22.569411 -22.569411 859.06957 859.06957
 3 406.74779 2.0944326e-09 0.97503219 68.641046 0.022637446 0.11757572 0.072577499  0.7009519 3.0418678 -22.569411 -22.569411  858.6344  858.6344
10 406.51491 2.1601781e-09 0.97602982 69.008052 0.022703958 0.11676694 0.089025579 0.70568299 3.0727758 -22.569411 -22.569411 858.16863 858.16863
 3 406.12363 2.1823052e-09 0.97592114 69.003647 0.022667478 0.11672476  0.09415259 0.70581063 3.0829669 -22.569411 -22.569411 857.38609 857.38609
 1 406.17435 2.1215807e-09 0.97803666 69.112074 0.022628583 0.11627719 0.081269691 0.70775143 3.0547465 -22.569411 -22.569411 857.48752 857.48752
 5 407.80137 2.1133396e-09 0.97858626 69.372716 0.022657824 0.11580207  0.07963953 0.71086982 3.0508545 -22.569411 -22.569411 860.74157 860.74157
