#    L    TT             EE             TE             PP             TP          
   321    0.33594E+04    0.13011E+02    0.11829E+03    0.15907E+07    0.61105E+03
   322    0.33264E+04    0.13199E+02    0.11783E+03    0.15849E+07    0.60674E+03
   323    0.32935E+04    0.13387E+02    0.11733E+03    0.15792E+07    0.60247E+03
   324    0.32607E+04    0.13576E+02    0.11678E+03    0.15735E+07    0.59824E+03
   325    0.32282E+04    0.13762E+02    0.11621E+03    0.15678E+07    0.59406E+03
   326    0.31958E+04    0.13949E+02    0.11559E+03    0.15621E+07    0.58990E+03
   327    0.31636E+04    0.14136E+02    0.11494E+03    0.15565E+07    0.58579E+03
   328    0.31316E+04    0.14321E+02    0.11426E+03    0.15509E+07    0.58172E+03
   329    0.30997E+04    0.14506E+02    0.11353E+03    0.15454E+07    0.57768E+03
   330    0.30681E+04    0.14690E+02    0.11276E+03    0.15399E+07    0.57367E+03
   331    0.30368E+04    0.14873E+02    0.11197E+03    0.15344E+07    0.56971E+03
   332    0.30056E+04    0.15056E+02    0.11114E+03    0.15289E+07    0.56578E+03
   333    0.29747E+04    0.15237E+02    0.11028E+03    0.15235E+07    0.56188E+03
   334    0.29440E+04    0.15418E+02    0.10937E+03    0.15180E+07    0.55802E+03
   335    0.29135E+04    0.15596E+02    0.10843E+03    0.15127E+07    0.55419E+03
   336    0.28833E+04    0.15774E+02    0.10746E+03    0.15073E+07    0.55040E+03
   337    0.28534E+04    0.15951E+02    0.10645E+03    0.15020E+07    0.54664E+03
   338    0.28238E+04    0.16126E+02    0.10541E+03    0.14967E+07    0.54291E+03
   339    0.27945E+04    0.16300E+02    0.10433E+03    0.14914E+07    0.53922E+03
   340    0.27654E+04    0.16473E+02    0.10324E+03    0.14862E+07    0.53556E+03
   341    0.27366E+04    0.16643E+02    0.10209E+03    0.14810E+07    0.53193E+03
   342    0.27081E+04    0.16813E+02    0.10092E+03    0.14758E+07    0.52833E+03
   343    0.26800E+04    0.16980E+02    0.99710E+02    0.14706E+07    0.52476E+03
   344    0.26522E+04    0.17146E+02    0.98475E+02    0.14655E+07    0.52122E+03
   345    0.26246E+04    0.17309E+02    0.97209E+02    0.14604E+07    0.51771E+03
   346    0.25974E+04    0.17472E+02    0.95919E+02    0.14553E+07    0.51423E+03
   347    0.25706E+04    0.17632E+02    0.94592E+02    0.14502E+07    0.51078E+03
   348    0.25441E+04    0.17789E+02    0.93235E+02    0.14452E+07    0.50735E+03
   349    0.25179E+04    0.17945E+02    0.91847E+02    0.14402E+07    0.50396E+03
   350    0.24921E+04    0.18098E+02    0.90436E+02    0.14352E+07    0.50059E+03
   351    0.24668E+04    0.18249E+02    0.88995E+02    0.14302E+07    0.49725E+03
   352    0.24416E+04    0.18398E+02    0.87523E+02    0.14253E+07    0.49394E+03
   353    0.24169E+04    0.18544E+02    0.86036E+02    0.14204E+07    0.49065E+03
   354    0.23926E+04    0.18688E+02    0.84511E+02    0.14155E+07    0.48739E+03
   355    0.23686E+04    0.18830E+02    0.82963E+02    0.14107E+07    0.48415E+03
   356    0.23451E+04    0.18969E+02    0.81400E+02    0.14058E+07    0.48094E+03
   357    0.23219E+04    0.19105E+02    0.79806E+02    0.14010E+07    0.47776E+03
   358    0.22992E+04    0.19238E+02    0.78197E+02    0.13962E+07    0.47460E+03
   359    0.22768E+04    0.19368E+02    0.76557E+02    0.13914E+07    0.47147E+03
   360    0.22548E+04    0.19496E+02    0.74899E+02    0.13867E+07    0.46836E+03
   361    0.22333E+04    0.19621E+02    0.73216E+02    0.13820E+07    0.46528E+03
   362    0.22121E+04    0.19743E+02    0.71514E+02    0.13773E+07    0.46222E+03
   363    0.21914E+04    0.19863E+02    0.69792E+02    0.13726E+07    0.45919E+03
   364    0.21711E+04    0.19978E+02    0.68049E+02    0.13680E+07    0.45617E+03
   365    0.21512E+04    0.20091E+02    0.66290E+02    0.13633E+07    0.45319E+03
   366    0.21317E+04    0.20201E+02    0.64511E+02    0.13587E+07    0.45022E+03
   367    0.21127E+04    0.20307E+02    0.62716E+02    0.13541E+07    0.44728E+03
   368    0.20940E+04    0.20410E+02    0.60905E+02    0.13496E+07    0.44437E+03
   369    0.20759E+04    0.20510E+02    0.59077E+02    0.13450E+07    0.44147E+03
   370    0.20582E+04    0.20606E+02    0.57237E+02    0.13405E+07    0.43860E+03
   371    0.20408E+04    0.20699E+02    0.55380E+02    0.13360E+07    0.43575E+03
   372    0.20239E+04    0.20789E+02    0.53512E+02    0.13315E+07    0.43292E+03
   373    0.20075E+04    0.20874E+02    0.51629E+02    0.13271E+07    0.43011E+03
   374    0.19915E+04    0.20957E+02    0.49736E+02    0.13226E+07    0.42733E+03
   375    0.19759E+04    0.21036E+02    0.47832E+02    0.13182E+07    0.42457E+03
   376    0.19608E+04    0.21112E+02    0.45917E+02    0.13138E+07    0.42182E+03
   377    0.19462E+04    0.21184E+02    0.43995E+02    0.13095E+07    0.41910E+03
   378    0.19320E+04    0.21252E+02    0.42061E+02    0.13051E+07    0.41640E+03
   379    0.19182E+04    0.21317E+02    0.40122E+02    0.13008E+07    0.41372E+03
   380    0.19049E+04    0.21378E+02    0.38173E+02    0.12965E+07    0.41106E+03
   381    0.18921E+04    0.21433E+02    0.36220E+02    0.12922E+07    0.40842E+03
   382    0.18796E+04    0.21487E+02    0.34262E+02    0.12879E+07    0.40579E+03
   383    0.18676E+04    0.21536E+02    0.32297E+02    0.12837E+07    0.40319E+03
   384    0.18562E+04    0.21580E+02    0.30330E+02    0.12794E+07    0.40061E+03
   385    0.18450E+04    0.21622E+02    0.28359E+02    0.12752E+07    0.39805E+03
   386    0.18344E+04    0.21660E+02    0.26387E+02    0.12710E+07    0.39550E+03
   387    0.18242E+04    0.21693E+02    0.24412E+02    0.12669E+07    0.39297E+03
   388    0.18145E+04    0.21722E+02    0.22438E+02    0.12627E+07    0.39046E+03
   389    0.18051E+04    0.21746E+02    0.20463E+02    0.12586E+07    0.38797E+03
   390    0.17963E+04    0.21768E+02    0.18491E+02    0.12545E+07    0.38550E+03
   391    0.17879E+04    0.21785E+02    0.16519E+02    0.12504E+07    0.38304E+03
   392    0.17799E+04    0.21800E+02    0.14550E+02    0.12463E+07    0.38060E+03
   393    0.17724E+04    0.21810E+02    0.12585E+02    0.12423E+07    0.37818E+03
   394    0.17653E+04    0.21816E+02    0.10625E+02    0.12382E+07    0.37578E+03
   395    0.17586E+04    0.21817E+02    0.86678E+01    0.12342E+07    0.37339E+03
   396    0.17524E+04    0.21815E+02    0.67182E+01    0.12302E+07    0.37101E+03
   397    0.17465E+04    0.21809E+02    0.47745E+01    0.12262E+07    0.36866E+03
   398    0.17411E+04    0.21798E+02    0.28380E+01    0.12223E+07    0.36632E+03
   399    0.17361E+04    0.21783E+02    0.90971E+00    0.12183E+07    0.36399E+03
   400    0.17315E+04    0.21765E+02   -0.10096E+01    0.12144E+07    0.36168E+03
   401    0.17274E+04    0.21742E+02   -0.29193E+01    0.12105E+07    0.35939E+03
   402    0.17237E+04    0.21715E+02   -0.48184E+01    0.12066E+07    0.35711E+03
   403    0.17204E+04    0.21685E+02   -0.67064E+01    0.12027E+07    0.35484E+03
   404    0.17175E+04    0.21650E+02   -0.85816E+01    0.11989E+07    0.35259E+03
   405    0.17151E+04    0.21610E+02   -0.10445E+02    0.11950E+07    0.35036E+03
   406    0.17129E+04    0.21568E+02   -0.12294E+02    0.11912E+07    0.34814E+03
   407    0.17112E+04    0.21521E+02   -0.14130E+02    0.11874E+07    0.34594E+03
   408    0.17099E+04    0.21470E+02   -0.15949E+02    0.11836E+07    0.34376E+03
   409    0.17090E+04    0.21416E+02   -0.17754E+02    0.11798E+07    0.34159E+03
   410    0.17085E+04    0.21357E+02   -0.19542E+02    0.11761E+07    0.33944E+03
   411    0.17084E+04    0.21295E+02   -0.21313E+02    0.11723E+07    0.33731E+03
   412    0.17086E+04    0.21229E+02   -0.23066E+02    0.11686E+07    0.33520E+03
   413    0.17092E+04    0.21159E+02   -0.24800E+02    0.11649E+07    0.33310E+03
   414    0.17100E+04    0.21086E+02   -0.26516E+02    0.11612E+07    0.33102E+03
   415    0.17114E+04    0.21009E+02   -0.28211E+02    0.11575E+07    0.32896E+03
   416    0.17130E+04    0.20928E+02   -0.29886E+02    0.11539E+07    0.32692E+03
   417    0.17150E+04    0.20844E+02   -0.31541E+02    0.11502E+07    0.32489E+03
   418    0.17173E+04    0.20755E+02   -0.33173E+02    0.11466E+07    0.32289E+03
   419    0.17201E+04    0.20663E+02   -0.34782E+02    0.11430E+07    0.32090E+03
   420    0.17231E+04    0.20568E+02   -0.36368E+02    0.11394E+07    0.31894E+03
   421    0.17265E+04    0.20470E+02   -0.37931E+02    0.11358E+07    0.31699E+03
   422    0.17302E+04    0.20368E+02   -0.39470E+02    0.11323E+07    0.31506E+03
   423    0.17341E+04    0.20262E+02   -0.40984E+02    0.11287E+07    0.31316E+03
   424    0.17384E+04    0.20153E+02   -0.42472E+02    0.11252E+07    0.31127E+03
   425    0.17430E+04    0.20040E+02   -0.43934E+02    0.11217E+07    0.30940E+03
   426    0.17479E+04    0.19925E+02   -0.45369E+02    0.11182E+07    0.30756E+03
   427    0.17531E+04    0.19806E+02   -0.46779E+02    0.11147E+07    0.30574E+03
   428    0.17586E+04    0.19684E+02   -0.48159E+02    0.11112E+07    0.30393E+03
   429    0.17643E+04    0.19559E+02   -0.49511E+02    0.11078E+07    0.30215E+03
   430    0.17704E+04    0.19432E+02   -0.50836E+02    0.11043E+07    0.30039E+03
   431    0.17767E+04    0.19301E+02   -0.52131E+02    0.11009E+07    0.29865E+03
   432    0.17831E+04    0.19167E+02   -0.53397E+02    0.10975E+07    0.29694E+03
   433    0.17900E+04    0.19032E+02   -0.54632E+02    0.10941E+07    0.29524E+03
   434    0.17970E+04    0.18892E+02   -0.55838E+02    0.10907E+07    0.29357E+03
   435    0.18042E+04    0.18752E+02   -0.57013E+02    0.10874E+07    0.29193E+03
   436    0.18117E+04    0.18608E+02   -0.58157E+02    0.10840E+07    0.29030E+03
   437    0.18195E+04    0.18461E+02   -0.59269E+02    0.10807E+07    0.28870E+03
   438    0.18274E+04    0.18312E+02   -0.60348E+02    0.10774E+07    0.28712E+03
   439    0.18356E+04    0.18161E+02   -0.61396E+02    0.10740E+07    0.28557E+03
   440    0.18440E+04    0.18007E+02   -0.62410E+02    0.10708E+07    0.28404E+03
   441    0.18526E+04    0.17851E+02   -0.63392E+02    0.10675E+07    0.28253E+03
   442    0.18613E+04    0.17693E+02   -0.64341E+02    0.10642E+07    0.28105E+03
   443    0.18703E+04    0.17533E+02   -0.65256E+02    0.10610E+07    0.27959E+03
   444    0.18794E+04    0.17372E+02   -0.66136E+02    0.10577E+07    0.27816E+03
   445    0.18887E+04    0.17207E+02   -0.66982E+02    0.10545E+07    0.27676E+03
   446    0.18981E+04    0.17041E+02   -0.67793E+02    0.10513E+07    0.27538E+03
   447    0.19077E+04    0.16875E+02   -0.68570E+02    0.10481E+07    0.27402E+03
   448    0.19174E+04    0.16705E+02   -0.69312E+02    0.10449E+07    0.27269E+03
   449    0.19273E+04    0.16535E+02   -0.70018E+02    0.10418E+07    0.27139E+03
   450    0.19373E+04    0.16363E+02   -0.70690E+02    0.10386E+07    0.27011E+03
   451    0.19475E+04    0.16190E+02   -0.71326E+02    0.10355E+07    0.26886E+03
   452    0.19577E+04    0.16015E+02   -0.71927E+02    0.10323E+07    0.26763E+03
   453    0.19682E+04    0.15840E+02   -0.72492E+02    0.10292E+07    0.26643E+03
   454    0.19786E+04    0.15664E+02   -0.73022E+02    0.10261E+07    0.26525E+03
   455    0.19892E+04    0.15486E+02   -0.73517E+02    0.10230E+07    0.26409E+03
   456    0.19999E+04    0.15307E+02   -0.73970E+02    0.10200E+07    0.26295E+03
   457    0.20106E+04    0.15128E+02   -0.74396E+02    0.10169E+07    0.26183E+03
   458    0.20215E+04    0.14948E+02   -0.74776E+02    0.10138E+07    0.26072E+03
   459    0.20324E+04    0.14769E+02   -0.75126E+02    0.10108E+07    0.25963E+03
   460    0.20434E+04    0.14587E+02   -0.75439E+02    0.10078E+07    0.25856E+03
   461    0.20544E+04    0.14406E+02   -0.75717E+02    0.10048E+07    0.25749E+03
   462    0.20655E+04    0.14224E+02   -0.75953E+02    0.10018E+07    0.25644E+03
   463    0.20766E+04    0.14042E+02   -0.76166E+02    0.99879E+06    0.25540E+03
   464    0.20877E+04    0.13861E+02   -0.76326E+02    0.99582E+06    0.25436E+03
   465    0.20988E+04    0.13680E+02   -0.76463E+02    0.99286E+06    0.25333E+03
   466    0.21099E+04    0.13497E+02   -0.76555E+02    0.98991E+06    0.25231E+03
   467    0.21212E+04    0.13316E+02   -0.76617E+02    0.98698E+06    0.25129E+03
   468    0.21324E+04    0.13135E+02   -0.76640E+02    0.98405E+06    0.25027E+03
   469    0.21435E+04    0.12954E+02   -0.76634E+02    0.98114E+06    0.24926E+03
   470    0.21548E+04    0.12774E+02   -0.76589E+02    0.97824E+06    0.24824E+03
   471    0.21658E+04    0.12595E+02   -0.76506E+02    0.97536E+06    0.24722E+03
   472    0.21770E+04    0.12417E+02   -0.76393E+02    0.97249E+06    0.24620E+03
   473    0.21881E+04    0.12239E+02   -0.76243E+02    0.96962E+06    0.24517E+03
   474    0.21992E+04    0.12063E+02   -0.76061E+02    0.96677E+06    0.24414E+03
   475    0.22103E+04    0.11886E+02   -0.75842E+02    0.96394E+06    0.24310E+03
   476    0.22213E+04    0.11712E+02   -0.75587E+02    0.96111E+06    0.24205E+03
   477    0.22322E+04    0.11539E+02   -0.75307E+02    0.95830E+06    0.24099E+03
   478    0.22431E+04    0.11366E+02   -0.74982E+02    0.95550E+06    0.23992E+03
   479    0.22539E+04    0.11196E+02   -0.74636E+02    0.95271E+06    0.23883E+03
   480    0.22647E+04    0.11027E+02   -0.74252E+02    0.94993E+06    0.23773E+03
   481    0.22753E+04    0.10860E+02   -0.73831E+02    0.94716E+06    0.23662E+03
   482    0.22860E+04    0.10695E+02   -0.73381E+02    0.94441E+06    0.23548E+03
   483    0.22965E+04    0.10531E+02   -0.72904E+02    0.94166E+06    0.23433E+03
   484    0.23068E+04    0.10370E+02   -0.72393E+02    0.93893E+06    0.23316E+03
   485    0.23171E+04    0.10210E+02   -0.71850E+02    0.93621E+06    0.23197E+03
   486    0.23274E+04    0.10053E+02   -0.71278E+02    0.93350E+06    0.23075E+03
   487    0.23374E+04    0.98982E+01   -0.70676E+02    0.93080E+06    0.22951E+03
   488    0.23474E+04    0.97451E+01   -0.70043E+02    0.92812E+06    0.22824E+03
   489    0.23572E+04    0.95949E+01   -0.69382E+02    0.92544E+06    0.22695E+03
   490    0.23670E+04    0.94478E+01   -0.68691E+02    0.92278E+06    0.22562E+03
   491    0.23765E+04    0.93030E+01   -0.67973E+02    0.92013E+06    0.22427E+03
   492    0.23859E+04    0.91611E+01   -0.67228E+02    0.91748E+06    0.22288E+03
   493    0.23953E+04    0.90208E+01   -0.66454E+02    0.91485E+06    0.22146E+03
   494    0.24044E+04    0.88849E+01   -0.65654E+02    0.91223E+06    0.22001E+03
   495    0.24134E+04    0.87514E+01   -0.64828E+02    0.90963E+06    0.21852E+03
   496    0.24222E+04    0.86215E+01   -0.63977E+02    0.90703E+06    0.21699E+03
   497    0.24308E+04    0.84947E+01   -0.63099E+02    0.90444E+06    0.21543E+03
   498    0.24393E+04    0.83702E+01   -0.62199E+02    0.90186E+06    0.21382E+03
   499    0.24478E+04    0.82501E+01   -0.61273E+02    0.89930E+06    0.21217E+03
   500    0.24560E+04    0.81324E+01   -0.60325E+02    0.89674E+06    0.21048E+03
   501    0.24638E+04    0.80191E+01   -0.59354E+02    0.89420E+06    0.20875E+03
   502    0.24717E+04    0.79096E+01   -0.58360E+02    0.89166E+06    0.20698E+03
   503    0.24793E+04    0.78031E+01   -0.57346E+02    0.88914E+06    0.20517E+03
   504    0.24867E+04    0.77004E+01   -0.56309E+02    0.88663E+06    0.20333E+03
   505    0.24941E+04    0.76022E+01   -0.55254E+02    0.88413E+06    0.20147E+03
   506    0.25010E+04    0.75079E+01   -0.54178E+02    0.88163E+06    0.19959E+03
   507    0.25079E+04    0.74173E+01   -0.53084E+02    0.87915E+06    0.19769E+03
   508    0.25146E+04    0.73313E+01   -0.51970E+02    0.87668E+06    0.19578E+03
   509    0.25210E+04    0.72490E+01   -0.50841E+02    0.87422E+06    0.19387E+03
   510    0.25272E+04    0.71710E+01   -0.49694E+02    0.87177E+06    0.19196E+03
   511    0.25332E+04    0.70972E+01   -0.48530E+02    0.86932E+06    0.19005E+03
   512    0.25390E+04    0.70278E+01   -0.47352E+02    0.86689E+06    0.18815E+03
   513    0.25446E+04    0.69628E+01   -0.46159E+02    0.86447E+06    0.18626E+03
   514    0.25500E+04    0.69023E+01   -0.44952E+02    0.86206E+06    0.18440E+03
   515    0.25552E+04    0.68464E+01   -0.43732E+02    0.85966E+06    0.18256E+03
   516    0.25601E+04    0.67950E+01   -0.42499E+02    0.85727E+06    0.18075E+03
   517    0.25648E+04    0.67484E+01   -0.41254E+02    0.85489E+06    0.17897E+03
   518    0.25693E+04    0.67064E+01   -0.39999E+02    0.85252E+06    0.17724E+03
   519    0.25736E+04    0.66693E+01   -0.38732E+02    0.85015E+06    0.17554E+03
   520    0.25777E+04    0.66368E+01   -0.37456E+02    0.84780E+06    0.17390E+03
   521    0.25814E+04    0.66092E+01   -0.36172E+02    0.84546E+06    0.17231E+03
   522    0.25849E+04    0.65867E+01   -0.34879E+02    0.84312E+06    0.17078E+03
   523    0.25882E+04    0.65690E+01   -0.33580E+02    0.84080E+06    0.16931E+03
   524    0.25914E+04    0.65562E+01   -0.32274E+02    0.83849E+06    0.16791E+03
   525    0.25941E+04    0.65485E+01   -0.30960E+02    0.83618E+06    0.16659E+03
   526    0.25967E+04    0.65459E+01   -0.29643E+02    0.83389E+06    0.16534E+03
   527    0.25992E+04    0.65483E+01   -0.28321E+02    0.83160E+06    0.16418E+03
   528    0.26014E+04    0.65557E+01   -0.26996E+02    0.82932E+06    0.16310E+03
   529    0.26033E+04    0.65685E+01   -0.25668E+02    0.82706E+06    0.16212E+03
   530    0.26049E+04    0.65865E+01   -0.24339E+02    0.82480E+06    0.16124E+03
   531    0.26065E+04    0.66095E+01   -0.23007E+02    0.82255E+06    0.16046E+03
   532    0.26077E+04    0.66378E+01   -0.21675E+02    0.82031E+06    0.15978E+03
   533    0.26086E+04    0.66714E+01   -0.20344E+02    0.81808E+06    0.15922E+03
   534    0.26093E+04    0.67102E+01   -0.19015E+02    0.81586E+06    0.15878E+03
   535    0.26098E+04    0.67544E+01   -0.17687E+02    0.81365E+06    0.15846E+03
   536    0.26100E+04    0.68038E+01   -0.16361E+02    0.81144E+06    0.15827E+03
   537    0.26101E+04    0.68585E+01   -0.15039E+02    0.80925E+06    0.15821E+03
   538    0.26098E+04    0.69186E+01   -0.13721E+02    0.80706E+06    0.15829E+03
   539    0.26094E+04    0.69839E+01   -0.12409E+02    0.80488E+06    0.15852E+03
   540    0.26087E+04    0.70548E+01   -0.11102E+02    0.80271E+06    0.15888E+03
   541    0.26077E+04    0.71308E+01   -0.98005E+01    0.80055E+06    0.15941E+03
   542    0.26066E+04    0.72121E+01   -0.85075E+01    0.79840E+06    0.16008E+03
   543    0.26052E+04    0.72990E+01   -0.72220E+01    0.79626E+06    0.16092E+03
   544    0.26036E+04    0.73911E+01   -0.59452E+01    0.79413E+06    0.16193E+03
   545    0.26017E+04    0.74885E+01   -0.46777E+01    0.79200E+06    0.16311E+03
   546    0.25997E+04    0.75909E+01   -0.34204E+01    0.78988E+06    0.16447E+03
   547    0.25973E+04    0.76987E+01   -0.21737E+01    0.78778E+06    0.16601E+03
   548    0.25948E+04    0.78118E+01   -0.93863E+00    0.78568E+06    0.16773E+03
   549    0.25921E+04    0.79301E+01    0.28405E+00    0.78358E+06    0.16965E+03
   550    0.25891E+04    0.80538E+01    0.14938E+01    0.78150E+06    0.17176E+03
