#weight  minuslogpost            As         ns        H0       ombh2      omch2         tau   omega_de      logA  minuslogprior  minuslogprior__0      chi2  chi2__ffp8_1_raw_545_0003
      5     422.55205 2.1920463e-09 0.96660525 67.451842 0.022411639 0.12021172 0.078537363 0.68501685 3.0874206     -22.569411        -22.569411 890.24293                  890.24293
      3     422.31346 2.1218692e-09 0.96707175 68.234632 0.022546499 0.11832563 0.063627256 0.69596366 3.0548825     -22.569411        -22.569411 889.76574                  889.76574
      2     422.16368 2.1299008e-09 0.96368165 67.672899 0.022509157 0.11959831 0.064204164 0.68819781 3.0586605     -22.569411        -22.569411 889.46618                  889.46618
      7     423.45327 2.0594029e-09 0.96267799 67.244939 0.022413132 0.12048133 0.046869105 0.68247602 3.0250012     -22.569411        -22.569411 892.04536                  892.04536
      3     425.16254 2.2906529e-09 0.96819474 68.302888 0.022410903 0.11776285  0.10406358 0.69806796  3.131422     -22.569411        -22.569411 895.46391                  895.46391
      1     422.42346 2.2718061e-09 0.96897479 68.377141 0.022428564 0.11761896   0.0998945 0.69899336 3.1231602     -22.569411        -22.569411 889.98575                  889.98575
      9     420.27673 2.2220929e-09 0.96841676 67.992867 0.022288231 0.11846133 0.087204395 0.69406278 3.1010346     -22.569411        -22.569411 885.69227                  885.69227
      6     420.39516 2.2151622e-09 0.96769156 67.846833 0.022274444 0.11884888  0.08507096 0.69193239 3.0979107     -22.569411        -22.569411 885.92915                  885.92915
      7     421.58083 2.2756254e-09 0.96907094 68.054463 0.022248917 0.11807051   0.1000442 0.69554507   3.12484     -22.569411        -22.569411 888.30049                  888.30049
      3      423.4064 2.2211035e-09 0.97553493  68.49795 0.022150796 0.11671912 0.089858671 0.70256401 3.1005892     -22.569411        -22.569411 891.95162                  891.95162
      3     422.95089 2.2202785e-09 0.97529211 68.297797 0.022159782 0.11706607 0.089898293 0.70005506 3.1002177     -22.569411        -22.569411 891.04061                  891.04061
      5     422.65746 2.2255633e-09 0.97289571 68.776953 0.022456043 0.11695553 0.089576729 0.70382721 3.1025951     -22.569411        -22.569411 890.45374                  890.45374
      4     422.93128 2.2146788e-09 0.97163889 68.335934 0.022423699 0.11809468 0.086072291 0.69762193 3.0976925     -22.569411        -22.569411 891.00138                  891.00138
      4     422.74659 2.2028285e-09 0.97064059 68.210382 0.022407676 0.11838883 0.082826603 0.69590997 3.0923273     -22.569411        -22.569411   890.632                    890.632
      1      422.4722 2.2084902e-09 0.97136718 68.402184 0.022486258 0.11801591  0.08487363 0.69824202 3.0948942     -22.569411        -22.569411 890.08323                  890.08323
      5     422.42845 2.2160844e-09 0.97137836 68.405725 0.022486442 0.11799775 0.086640999 0.69831166 3.0983269     -22.569411        -22.569411 889.99573                  889.99573
      2     422.22189 2.1640575e-09 0.96839196 67.485732  0.02227967 0.11958954 0.074266209 0.68698902   3.07457     -22.569411        -22.569411 889.58259                  889.58259
