#    L    TT             EE             BB             TE             PP             TP             EP          
  2003    0.22912E+03    0.87788E+01    0.00000E+00   -0.21817E+02    0.22064E-08    0.57461E-06    0.41565E-07
  2004    0.22937E+03    0.87052E+01    0.00000E+00   -0.21789E+02    0.22046E-08    0.56740E-06    0.42380E-07
  2005    0.22961E+03    0.86309E+01    0.00000E+00   -0.21756E+02    0.22028E-08    0.56016E-06    0.43177E-07
  2006    0.22986E+03    0.85580E+01    0.00000E+00   -0.21720E+02    0.22010E-08    0.55290E-06    0.43954E-07
  2007    0.23009E+03    0.84836E+01    0.00000E+00   -0.21678E+02    0.21993E-08    0.54561E-06    0.44714E-07
  2008    0.23033E+03    0.84092E+01    0.00000E+00   -0.21634E+02    0.21975E-08    0.53830E-06    0.45454E-07
  2009    0.23056E+03    0.83356E+01    0.00000E+00   -0.21584E+02    0.21957E-08    0.53097E-06    0.46176E-07
  2010    0.23078E+03    0.82619E+01    0.00000E+00   -0.21531E+02    0.21939E-08    0.52363E-06    0.46879E-07
  2011    0.23100E+03    0.81875E+01    0.00000E+00   -0.21474E+02    0.21922E-08    0.51626E-06    0.47563E-07
  2012    0.23122E+03    0.81139E+01    0.00000E+00   -0.21413E+02    0.21904E-08    0.50888E-06    0.48228E-07
  2013    0.23142E+03    0.80394E+01    0.00000E+00   -0.21348E+02    0.21887E-08    0.50149E-06    0.48875E-07
  2014    0.23163E+03    0.79665E+01    0.00000E+00   -0.21278E+02    0.21869E-08    0.49408E-06    0.49503E-07
  2015    0.23183E+03    0.78928E+01    0.00000E+00   -0.21207E+02    0.21851E-08    0.48666E-06    0.50112E-07
  2016    0.23203E+03    0.78199E+01    0.00000E+00   -0.21130E+02    0.21834E-08    0.47924E-06    0.50702E-07
  2017    0.23221E+03    0.77470E+01    0.00000E+00   -0.21050E+02    0.21816E-08    0.47181E-06    0.51273E-07
  2018    0.23239E+03    0.76742E+01    0.00000E+00   -0.20966E+02    0.21799E-08    0.46437E-06    0.51826E-07
  2019    0.23256E+03    0.76015E+01    0.00000E+00   -0.20876E+02    0.21781E-08    0.45693E-06    0.52359E-07
  2020    0.23274E+03    0.75291E+01    0.00000E+00   -0.20785E+02    0.21764E-08    0.44948E-06    0.52874E-07
  2021    0.23290E+03    0.74573E+01    0.00000E+00   -0.20690E+02    0.21746E-08    0.44204E-06    0.53370E-07
  2022    0.23305E+03    0.73857E+01    0.00000E+00   -0.20591E+02    0.21729E-08    0.43460E-06    0.53847E-07
  2023    0.23319E+03    0.73144E+01    0.00000E+00   -0.20488E+02    0.21712E-08    0.42716E-06    0.54305E-07
  2024    0.23333E+03    0.72434E+01    0.00000E+00   -0.20383E+02    0.21694E-08    0.41972E-06    0.54744E-07
  2025    0.23345E+03    0.71728E+01    0.00000E+00   -0.20273E+02    0.21677E-08    0.41230E-06    0.55164E-07
  2026    0.23358E+03    0.71026E+01    0.00000E+00   -0.20160E+02    0.21660E-08    0.40488E-06    0.55565E-07
  2027    0.23370E+03    0.70329E+01    0.00000E+00   -0.20044E+02    0.21642E-08    0.39747E-06    0.55947E-07
  2028    0.23379E+03    0.69636E+01    0.00000E+00   -0.19924E+02    0.21625E-08    0.39007E-06    0.56310E-07
  2029    0.23390E+03    0.68947E+01    0.00000E+00   -0.19802E+02    0.21608E-08    0.38268E-06    0.56654E-07
  2030    0.23398E+03    0.68263E+01    0.00000E+00   -0.19676E+02    0.21590E-08    0.37531E-06    0.56979E-07
  2031    0.23405E+03    0.67584E+01    0.00000E+00   -0.19547E+02    0.21573E-08    0.36796E-06    0.57285E-07
  2032    0.23412E+03    0.66909E+01    0.00000E+00   -0.19415E+02    0.21556E-08    0.36063E-06    0.57572E-07
  2033    0.23418E+03    0.66242E+01    0.00000E+00   -0.19280E+02    0.21539E-08    0.35331E-06    0.57840E-07
  2034    0.23424E+03    0.65580E+01    0.00000E+00   -0.19141E+02    0.21522E-08    0.34602E-06    0.58089E-07
  2035    0.23427E+03    0.64923E+01    0.00000E+00   -0.19000E+02    0.21505E-08    0.33875E-06    0.58319E-07
  2036    0.23430E+03    0.64272E+01    0.00000E+00   -0.18856E+02    0.21487E-08    0.33150E-06    0.58530E-07
  2037    0.23433E+03    0.63628E+01    0.00000E+00   -0.18709E+02    0.21470E-08    0.32428E-06    0.58721E-07
  2038    0.23433E+03    0.62990E+01    0.00000E+00   -0.18560E+02    0.21453E-08    0.31710E-06    0.58894E-07
  2039    0.23433E+03    0.62359E+01    0.00000E+00   -0.18407E+02    0.21436E-08    0.30994E-06    0.59047E-07
  2040    0.23433E+03    0.61734E+01    0.00000E+00   -0.18253E+02    0.21419E-08    0.30281E-06    0.59181E-07
  2041    0.23430E+03    0.61115E+01    0.00000E+00   -0.18095E+02    0.21402E-08    0.29571E-06    0.59297E-07
  2042    0.23428E+03    0.60505E+01    0.00000E+00   -0.17936E+02    0.21385E-08    0.28865E-06    0.59392E-07
  2043    0.23423E+03    0.59901E+01    0.00000E+00   -0.17773E+02    0.21368E-08    0.28163E-06    0.59469E-07
  2044    0.23418E+03    0.59305E+01    0.00000E+00   -0.17608E+02    0.21351E-08    0.27465E-06    0.59527E-07
  2045    0.23412E+03    0.58716E+01    0.00000E+00   -0.17441E+02    0.21335E-08    0.26771E-06    0.59565E-07
  2046    0.23406E+03    0.58134E+01    0.00000E+00   -0.17272E+02    0.21318E-08    0.26080E-06    0.59584E-07
  2047    0.23397E+03    0.57561E+01    0.00000E+00   -0.17101E+02    0.21301E-08    0.25395E-06    0.59584E-07
  2048    0.23387E+03    0.56996E+01    0.00000E+00   -0.16927E+02    0.21284E-08    0.24713E-06    0.59564E-07
  2049    0.23377E+03    0.56439E+01    0.00000E+00   -0.16752E+02    0.21267E-08    0.24037E-06    0.59525E-07
  2050    0.23365E+03    0.55890E+01    0.00000E+00   -0.16574E+02    0.21250E-08    0.23365E-06    0.59467E-07
  2051    0.23351E+03    0.55349E+01    0.00000E+00   -0.16395E+02    0.21234E-08    0.22699E-06    0.59390E-07
  2052    0.23338E+03    0.54818E+01    0.00000E+00   -0.16214E+02    0.21217E-08    0.22037E-06    0.59294E-07
  2053    0.23322E+03    0.54295E+01    0.00000E+00   -0.16030E+02    0.21200E-08    0.21381E-06    0.59178E-07
  2054    0.23305E+03    0.53780E+01    0.00000E+00   -0.15846E+02    0.21183E-08    0.20729E-06    0.59044E-07
  2055    0.23287E+03    0.53274E+01    0.00000E+00   -0.15660E+02    0.21167E-08    0.20084E-06    0.58892E-07
  2056    0.23269E+03    0.52778E+01    0.00000E+00   -0.15472E+02    0.21150E-08    0.19443E-06    0.58721E-07
  2057    0.23249E+03    0.52291E+01    0.00000E+00   -0.15282E+02    0.21133E-08    0.18808E-06    0.58531E-07
  2058    0.23228E+03    0.51812E+01    0.00000E+00   -0.15092E+02    0.21117E-08    0.18178E-06    0.58324E-07
  2059    0.23206E+03    0.51343E+01    0.00000E+00   -0.14900E+02    0.21100E-08    0.17553E-06    0.58098E-07
  2060    0.23183E+03    0.50882E+01    0.00000E+00   -0.14706E+02    0.21083E-08    0.16935E-06    0.57855E-07
  2061    0.23159E+03    0.50432E+01    0.00000E+00   -0.14511E+02    0.21067E-08    0.16321E-06    0.57595E-07
  2062    0.23133E+03    0.49992E+01    0.00000E+00   -0.14315E+02    0.21050E-08    0.15714E-06    0.57317E-07
  2063    0.23106E+03    0.49561E+01    0.00000E+00   -0.14118E+02    0.21034E-08    0.15112E-06    0.57022E-07
  2064    0.23077E+03    0.49140E+01    0.00000E+00   -0.13920E+02    0.21017E-08    0.14516E-06    0.56709E-07
  2065    0.23048E+03    0.48729E+01    0.00000E+00   -0.13722E+02    0.21001E-08    0.13925E-06    0.56380E-07
  2066    0.23018E+03    0.48327E+01    0.00000E+00   -0.13523E+02    0.20984E-08    0.13341E-06    0.56035E-07
  2067    0.22986E+03    0.47935E+01    0.00000E+00   -0.13322E+02    0.20968E-08    0.12762E-06    0.55672E-07
  2068    0.22953E+03    0.47553E+01    0.00000E+00   -0.13122E+02    0.20951E-08    0.12189E-06    0.55294E-07
  2069    0.22920E+03    0.47182E+01    0.00000E+00   -0.12920E+02    0.20935E-08    0.11623E-06    0.54899E-07
  2070    0.22884E+03    0.46821E+01    0.00000E+00   -0.12719E+02    0.20919E-08    0.11062E-06    0.54488E-07
  2071    0.22847E+03    0.46469E+01    0.00000E+00   -0.12517E+02    0.20902E-08    0.10508E-06    0.54062E-07
  2072    0.22810E+03    0.46129E+01    0.00000E+00   -0.12314E+02    0.20886E-08    0.99595E-07    0.53620E-07
  2073    0.22771E+03    0.45798E+01    0.00000E+00   -0.12111E+02    0.20870E-08    0.94175E-07    0.53162E-07
  2074    0.22732E+03    0.45477E+01    0.00000E+00   -0.11908E+02    0.20853E-08    0.88818E-07    0.52689E-07
  2075    0.22690E+03    0.45166E+01    0.00000E+00   -0.11704E+02    0.20837E-08    0.83524E-07    0.52201E-07
  2076    0.22648E+03    0.44866E+01    0.00000E+00   -0.11500E+02    0.20821E-08    0.78294E-07    0.51698E-07
  2077    0.22605E+03    0.44577E+01    0.00000E+00   -0.11297E+02    0.20805E-08    0.73128E-07    0.51181E-07
  2078    0.22561E+03    0.44298E+01    0.00000E+00   -0.11093E+02    0.20788E-08    0.68028E-07    0.50648E-07
  2079    0.22513E+03    0.44029E+01    0.00000E+00   -0.10890E+02    0.20772E-08    0.62993E-07    0.50102E-07
  2080    0.22468E+03    0.43771E+01    0.00000E+00   -0.10686E+02    0.20756E-08    0.58025E-07    0.49541E-07
  2081    0.22419E+03    0.43523E+01    0.00000E+00   -0.10484E+02    0.20740E-08    0.53123E-07    0.48966E-07
  2082    0.22371E+03    0.43286E+01    0.00000E+00   -0.10281E+02    0.20724E-08    0.48288E-07    0.48377E-07
  2083    0.22321E+03    0.43058E+01    0.00000E+00   -0.10079E+02    0.20708E-08    0.43521E-07    0.47774E-07
  2084    0.22269E+03    0.42843E+01    0.00000E+00   -0.98777E+01    0.20691E-08    0.38822E-07    0.47158E-07
  2085    0.22218E+03    0.42636E+01    0.00000E+00   -0.96759E+01    0.20675E-08    0.34192E-07    0.46529E-07
  2086    0.22164E+03    0.42441E+01    0.00000E+00   -0.94748E+01    0.20659E-08    0.29632E-07    0.45886E-07
  2087    0.22110E+03    0.42256E+01    0.00000E+00   -0.92753E+01    0.20643E-08    0.25142E-07    0.45230E-07
  2088    0.22054E+03    0.42081E+01    0.00000E+00   -0.90764E+01    0.20627E-08    0.20722E-07    0.44562E-07
  2089    0.21998E+03    0.41917E+01    0.00000E+00   -0.88776E+01    0.20611E-08    0.16373E-07    0.43881E-07
  2090    0.21940E+03    0.41763E+01    0.00000E+00   -0.86802E+01    0.20595E-08    0.12095E-07    0.43187E-07
  2091    0.21882E+03    0.41619E+01    0.00000E+00   -0.84836E+01    0.20579E-08    0.78902E-08    0.42481E-07
  2092    0.21822E+03    0.41485E+01    0.00000E+00   -0.82884E+01    0.20563E-08    0.37576E-08    0.41763E-07
  2093    0.21761E+03    0.41362E+01    0.00000E+00   -0.80926E+01    0.20548E-08   -0.30174E-09    0.41033E-07
  2094    0.21700E+03    0.41249E+01    0.00000E+00   -0.78990E+01    0.20532E-08   -0.42874E-08    0.40291E-07
  2095    0.21638E+03    0.41146E+01    0.00000E+00   -0.77068E+01    0.20516E-08   -0.81987E-08    0.39537E-07
  2096    0.21574E+03    0.41054E+01    0.00000E+00   -0.75164E+01    0.20500E-08   -0.12035E-07    0.38772E-07
  2097    0.21509E+03    0.40971E+01    0.00000E+00   -0.73266E+01    0.20484E-08   -0.15796E-07    0.37996E-07
  2098    0.21444E+03    0.40898E+01    0.00000E+00   -0.71387E+01    0.20468E-08   -0.19482E-07    0.37209E-07
  2099    0.21378E+03    0.40835E+01    0.00000E+00   -0.69511E+01    0.20452E-08   -0.23090E-07    0.36411E-07
  2100    0.21311E+03    0.40783E+01    0.00000E+00   -0.67662E+01    0.20437E-08   -0.26622E-07    0.35602E-07
  2101    0.21243E+03    0.40740E+01    0.00000E+00   -0.65824E+01    0.20421E-08   -0.30076E-07    0.34782E-07
  2102    0.21174E+03    0.40707E+01    0.00000E+00   -0.64001E+01    0.20405E-08   -0.33453E-07    0.33952E-07
  2103    0.21104E+03    0.40683E+01    0.00000E+00   -0.62196E+01    0.20389E-08   -0.36752E-07    0.33112E-07
  2104    0.21034E+03    0.40670E+01    0.00000E+00   -0.60407E+01    0.20374E-08   -0.39974E-07    0.32262E-07
  2105    0.20962E+03    0.40664E+01    0.00000E+00   -0.58636E+01    0.20358E-08   -0.43117E-07    0.31402E-07
  2106    0.20889E+03    0.40670E+01    0.00000E+00   -0.56883E+01    0.20342E-08   -0.46184E-07    0.30532E-07
  2107    0.20816E+03    0.40684E+01    0.00000E+00   -0.55149E+01    0.20327E-08   -0.49172E-07    0.29653E-07
  2108    0.20741E+03    0.40707E+01    0.00000E+00   -0.53434E+01    0.20311E-08   -0.52083E-07    0.28765E-07
  2109    0.20667E+03    0.40740E+01    0.00000E+00   -0.51739E+01    0.20296E-08   -0.54915E-07    0.27868E-07
  2110    0.20592E+03    0.40781E+01    0.00000E+00   -0.50063E+01    0.20280E-08   -0.57670E-07    0.26962E-07
  2111    0.20516E+03    0.40831E+01    0.00000E+00   -0.48409E+01    0.20264E-08   -0.60348E-07    0.26047E-07
  2112    0.20439E+03    0.40890E+01    0.00000E+00   -0.46774E+01    0.20249E-08   -0.62947E-07    0.25124E-07
  2113    0.20361E+03    0.40957E+01    0.00000E+00   -0.45163E+01    0.20233E-08   -0.65468E-07    0.24192E-07
  2114    0.20283E+03    0.41033E+01    0.00000E+00   -0.43573E+01    0.20218E-08   -0.67912E-07    0.23253E-07
